id,exchange_name,exchange_pair,volume(24h),price,volume(%)
kucoin-shares,Kucoin,KCS/BCH,2785,3.18,0.0038
kucoin-shares,Kucoin,GAS/KCS,1578,3.25,0.0021
kucoin-shares,Kucoin,DASH/KCS,978,3.36,0.0013
kucoin-shares,Kucoin,CAG/KCS,782,3.25,0.0011
kucoin-shares,Kucoin,MOD/KCS,47,3.25,0.0001
cryptonex,HitBTC,CNX/BTC,185620,6.30,0.9991
cryptonex,YoBit,CNX/USD,129,6.11 ,0.0007
cryptonex,YoBit,CNX/BTC,32,6.21,0.0002
digibyte,Bittrex,DGB/BTC,800181,0.026948,0.4583
digibyte,Poloniex,DGB/BTC,486852,0.026948,0.2788
digibyte,Upbit,DGB/BTC,208874,0.026948,0.1196
digibyte,Bittrex,DGB/ETH,43072,0.026962,0.0247
digibyte,Cryptopia,DGB/BTC,39861,0.027225,0.0228
digibyte,YoBit,DGB/BTC,19947,0.026392,0.0114
digibyte,Kucoin,DGB/BTC,19824,0.026763,0.0114
digibyte,LiteBit.eu,DGB/EUR,17441,0.026869,0.01
digibyte,Vebitcoin,DGB/TRY,17149,0.028409,0.0098
digibyte,HitBTC,DGB/BTC,14136,0.026855,0.0081
digibyte,HitBTC,DGB/ETH,11902,0.026646,0.0068
digibyte,Bit-Z,DGB/BTC,11357,0.026948,0.0065
digibyte,OKEx,DGB/USDT,8659,0.025936,0.005
digibyte,HitBTC,DGB/USDT,8576,0.027738,0.0049
digibyte,OKEx,DGB/BTC,7175,0.025929,0.0041
digibyte,Upbit,DGB/ETH,6323,0.026457,0.0036
digibyte,Kucoin,DGB/ETH,5840,0.026927,0.0033
digibyte,Livecoin,DGB/BTC,4942,0.026114,0.0028
digibyte,CoinExchange,DGB/BTC,3650,0.026855,0.0021
digibyte,Trade By Trade,DGB/BTC,2390,0.028892,0.0014
digibyte,Trade By Trade,DGB/USDT,2109,0.026193,0.0012
digibyte,CryptoBridge,DGB/BTC,1953,0.027133,0.0011
digibyte,Trade Satoshi,DGB/BTC,1535,0.028337,0.0009
digibyte,OKEx,DGB/ETH,1395,0.026807,0.0008
digibyte,Bittylicious,DGB/GBP,714,0.029616,0.0004
digibyte,Trade Satoshi,DGB/LTC,84,0.026594,0.0
digibyte,Trade Satoshi,DGB/DOGE,12,0.024700,0.0
digibyte,BarterDEX,DGB/KMD,7,0.028127,0.0
digibyte,Coinhouse,DGB/BTC,4,0.026207,0.0
digibyte,alcurEX,DGB/BTC,2,0.026299,0.0
digibyte,Trade Satoshi,DGB/USDT,1,0.023032,0.0
digibyte,Bittylicious,DGB/EUR,0,0.034454,0.0
hshare,Huobi,HSR/BTC,4968710,6.28,0.2709
hshare,Bit-Z,HSR/BTC,2201220,6.25,0.12
hshare,Binance,HSR/BTC,1882260,6.25,0.1026
hshare,Huobi,HSR/USDT,1591790,6.28,0.0868
hshare,Huobi,HSR/ETH,1572770,6.25,0.0857
hshare,Coinnest,HSR/KRW,1447520,5.56,0.0789
hshare,TOPBTC,HSR/BTC,1236180,6.35,0.0674
hshare,ZB.COM,HSR/USDT,1082010,6.25,0.059
hshare,Allcoin,HSR/BTC,764569,6.27,0.0417
hshare,ZB.COM,HSR/BTC,382665,6.27,0.0209
hshare,OKEx,HSR/BTC,238822,6.24,0.013
hshare,Binance,HSR/ETH,178791,6.26,0.0097
hshare,OKEx,HSR/USDT,161050,6.31,0.0088
hshare,Gate.io,HSR/USDT,137793,6.30,0.0075
hshare,EXX,HPY/HSR,115803,6.22,0.0063
hshare,Vebitcoin,HSR/TRY,95569,6.48,0.0052
hshare,EXX,HSR/USDT,89616,6.20,0.0049
hshare,EXX,HSR/BTC,89365,6.29,0.0049
hshare,ACX,HSR/AUD,65811,6.20,0.0036
hshare,Kucoin,HSR/BTC,21722,6.21,0.0012
hshare,OKEx,HSR/ETH,8250,6.30,0.0004
hshare,Kucoin,HSR/ETH,4821,6.29,0.0003
hshare,Gate.io,HSR/BTC,3097,6.31,0.0002
hshare,Cryptopia,HSR/BTC,2581,6.03,0.0001
hshare,HitBTC,HSR/BTC,370,6.27,0.0
hshare,Gate.io,HSR/ETH,219,6.34,0.0
hshare,EXX,MONA/HSR,123,7.43,0.0
hshare,EXX,QTUM/HSR,120,4.95,0.0
hshare,Abucoins,HSR/BTC,91,6.22,0.0
hshare,Trade Satoshi,HSR/BTC,28,6.47,0.0
hshare,Coinlink,HSR/KRW,21,2.81,0.0
hshare,EXX,ETH/HSR,7,5.84,0.0
hshare,Trade Satoshi,HSR/DOGE,0,4.53,0.0
hshare,C-CEX,HSR/BTC,0,5.27,0.0
hshare,C-CEX,HSR/USD,0,8.38,0.0
syscoin,Bittrex,SYS/BTC,589829,0.484261,0.3914
syscoin,Poloniex,SYS/BTC,479097,0.483058,0.318
syscoin,Upbit,SYS/BTC,258257,0.481116,0.1714
syscoin,Vebitcoin,SYS/TRY, 76878,0.495867,0.051
syscoin,Livecoin,SYS/BTC,71275,0.479821,0.0473
syscoin,Trade By Trade,SYS/BTC,23463,0.477786,0.0156
syscoin,Trade By Trade,SYS/USDT,6703,0.476886,0.0044
syscoin,AEX,SYS/BTC,964,0.480006,0.0006
syscoin,YoBit,SYS/BTC,318,0.486665,0.0002
syscoin,Tux Exchange,SYS/BTC,3,0.476307,0.0
syscoin,Bittylicious,SYS/GBP,0,0.514655,0.0
syscoin,Bittylicious,SYS/USD,0,0.603398,0.0
pivx,Bittrex,PIVX/BTC,342182,4.61,0.2674
pivx,Binance,PIVX/BTC,338756,4.58,0.2647
pivx,Upbit,PIVX/KRW,165142,4.74,0.129
pivx,Upbit,PIVX/BTC,129847,4.59,0.1015
pivx,Trade By Trade,PIVX/BTC,121853,4.57,0.0952
pivx,Binance,PIVX/ETH,68145,4.54,0.0532
pivx,Binance,PIVX/BNB,54085,4.56,0.0423
pivx,Trade By Trade,PIVX/USDT,31406,4.53,0.0245
pivx,Coinroom,PIVX/PLN,9471,5.16,0.0074
pivx,Cryptopia,PIVX/BTC,6700,4.61,0.0052
pivx,LiteBit.eu,PIVX/EUR,6540,4.66,0.0051
pivx,Livecoin,PIVX/BTC,3653,4.37,0.0029
pivx,CoinExchange,PIVX/BTC,1011,4.53,0.0008
pivx,CryptoBridge,PIVX/BTC,641,4.46,0.0005
pivx,YoBit,PIVX/BTC,359,4.35,0.0003
pivx,Livecoin,PIVX/USD,20,4.40,0.0
pivx,CoinExchange,PIVX/ETH,0,5.61,0.0
pivx,Bisq,DNET/BTC,0,0.049018,0.0
pivx,Coinbe,PIVX/BTC,0,5.55,0.0
dragonchain,Kucoin,DRGN/BTC,558443,1.05,0.5104
dragonchain,Kucoin,DRGN/ETH,244353,1.06,0.2233
dragonchain,Fatbtc,DRGN/ETH,95202,1.08,0.087
dragonchain,Fatbtc,DRGN/BTC,74451,1.06,0.068
dragonchain,Kucoin,DRGN/USDT,51093,1.03,0.0467
dragonchain,Kucoin,DRGN/NEO,15795,1.05,0.0144
dragonchain,Gate.io,DRGN/ETH,10727,1.07,0.0098
dragonchain,CoinExchange,DRGN/BTC,8410,1.48,0.0077
dragonchain,ForkDelta,DRGN/ETH,6360 ,1.07,0.0058
dragonchain,Bancor Network,DRGN/BNT,6130,1.06,0.0056
dragonchain,Gate.io,DRGN/USDT,5544,1.05,0.0051
dragonchain,IDEX,DRGN/ETH,4640,1.10,0.0042
dragonchain,Cobinhood,DRGN/ETH,3670,1.02,0.0034
dragonchain,Token Store,DRGN/ETH,3258,1.12,0.003
dragonchain,Cobinhood,DRGN/BTC,3206,1.04,0.0029
dragonchain,CoinExchange,DRGN/ETH,2220,1.19 ,0.002
dragonchain,Tidex,DRGN/BTC,390,1.06,0.0004
dragonchain,Tidex,DRGN/ETH,330,1.06,0.0003
dragonchain,Tidex,DRGN/USDT,0,1.00,0.0
dragonchain,Fatbtc,DRGN/CNY,0,1.52,0.0
golem-network-tokens,Huobi,GNT/USDT,1570900,0.298960,0.2494
golem-network-tokens,Huobi,GNT/BTC,1517490,0.299156,0.241
golem-network-tokens,Huobi,GNT/ETH,1485520,0.298969,0.2359
golem-network-tokens,Liqui,GNT/BTC,590018,0.301888,0.0937
golem-network-tokens,Bittrex,GNT/BTC,229888,0.300128,0.0365
golem-network-tokens,Poloniex,GNT/BTC,165865,0.301517,0.0263
golem-network-tokens,Upbit,GNT/BTC,122803,0.300128,0.0195
golem-network-tokens,Ethfinex,GNT/BTC,119828,0.300499,0.019
golem-network-tokens,Ethfinex,GNT/USD,119243,0.302290,0.0189
golem-network-tokens,Liqui,GNT/USDT,84000,0.303321,0.0133
golem-network-tokens,Liqui,GNT/ETH,79807,0.303134,0.0127
golem-network-tokens,OKEx,GNT/BTC,76229,0.305592,0.0121
golem-network-tokens,Ethfinex,GNT/ETH,46910,0.299930,0.0074
golem-network-tokens,Poloniex,GNT/ETH,28843,0.300084,0.0046
golem-network-tokens,Koinex,GNT/INR,15135 ,0.327689,0.0024
golem-network-tokens,Bittrex,GNT/ETH,11580,0.300379,0.0018
golem-network-tokens,OKEx,GNT/USDT,9746,0.306721,0.0015
golem-network-tokens,Gate.io,GNT/USDT,6796,0.310225,0.0011
golem-network-tokens,Cryptopia,GNT/BTC,5793,0.307444,0.0009
golem-network-tokens,Gate.io,GNT/ETH,4640,0.305028,0.0007
golem-network-tokens,Upbit,GNT/ETH,2292,0.301522,0.0004
golem-network-tokens,BigONE,GNT/BTC,1481, 0.282163,0.0002
golem-network-tokens,Livecoin,GNT/BTC,1118,0.312815,0.0002
golem-network-tokens,Cobinhood,GNT/ETH,515,0.351097,0.0001
golem-network-tokens,Abucoins,GNT/BTC,502,0.303740,0.0001
golem-network-tokens,OKEx,GNT/ETH,430,0.302889,0.0001
golem-network-tokens,Livecoin,GNT/ETH,223,0.284131,0.0
golem-network-tokens,Cobinhood,GNT/BTC,203,0.314760,0.0
golem-network-tokens,Livecoin,GNT/USD,59,0.327780,0.0
golem-network-tokens,Mercatox,GNT/BTC,31,0.564234,0.0
golem-network-tokens,Lykke Exchange,GNT/BTC,4,0.379675,0.0
golem-network-tokens,Tux Exchange,GNT/BTC,0,0.314852,0.0
golem-network-tokens,Lykke Exchange,GNT/ETH,0,0.329570,0.0
golem-network-tokens,CryptoDerivatives,GNT/ETH,0,1.39,0.0
golem-network-tokens,Tidex,GNT/BTC,0,0.350505,0.0
golem-network-tokens,Heat Wallet,GNT/BTC,0,0.694064,0.0
golem-network-tokens,CoinFalcon,GNT/BTC,0,0.389861,0.0
golem-network-tokens,CoinFalcon,GNT/ETH,0,0.352584,0.0
monacoin,Zaif,MONA/JPY,557321,4.32,0.3284
monacoin,Bitbank,MONA/JPY,491898,4.35,0.2899
monacoin,Bittrex,MONA/BTC,284772,4.22,0.1678
monacoin,Upbit,MONA/BTC,137318,4.22,0.0809
monacoin,Livecoin,MONA/BTC,118510,4.25,0.0698
monacoin,Vebitcoin,MONA/TRY,54833,4.44,0.0323
monacoin,Zaif,MONA/BTC,24284,4.18,0.0143
monacoin,Bitbank,MONA/BTC,19522,4.30,0.0115
monacoin,CryptoBridge,XP/MONA, 3469,3.96,0.002
monacoin,CryptoBridge,MONA/BTC,2984,4.12,0.0018
monacoin,CryptoBridge,MONA/ZNY,1453,4.00,0.0009
monacoin,CryptoBridge,BCO/MONA,189,3.94,0.0001
monacoin,EXX,MONA/HSR,123,3.60,0.0001
monacoin,CryptoBridge,LTC/MONA,94,4.55,0.0001
monacoin,CryptoBridge,HTML/MONA,91,4.42,0.0001
monacoin,Bleutrade,MONA/BTC,66,4.00,0.0
monacoin,EXX,MONA/QTUM,49,3.83,0.0
monacoin,Bleutrade,MONA/DOGE,33,4.24,0.0
monacoin,CryptoBridge,XSH/MONA,21,3.75,0.0
monacoin,Fisco,MONA/JPY,557321,4.32,0.0
monacoin,Fisco,MONA/BTC,24284,4.18,0.0
basic-attention-token,Huobi,BAT/ETH,1523380,0.249212,0.3627
basic-attention-token,Huobi,BAT/BTC,1163870,0.249113,0.2771
basic-attention-token,Binance,BAT/BTC,341036,0.249252,0.0812
basic-attention-token,ChaoEX,BAT/ETH,216347,0.250137,0.0515
basic-attention-token,Binance,BAT/ETH,176717,0.248077,0.0421
basic-attention-token,Ethfinex,BAT/ETH,159765,0.247145,0.038
basic-attention-token,Bittrex,BAT/BTC,139709,0.250917,0.0333
basic-attention-token,Liqui,BAT/BTC,122746,0.246107,0.0292
basic-attention-token,Liqui,BAT/USDT,110738,0.247073,0.0264
basic-attention-token,Liqui,BAT/ETH,100730,0.247691,0.024
basic-attention-token,Ethfinex,BAT/USD,44711,0.250280,0.0106
basic-attention-token,Binance,BAT/BNB,34006,0.247908,0.0081
basic-attention-token,Upbit,BAT/BTC,23882,0.250639,0.0057
basic-attention-token,Ethfinex,BAT/BTC,19065,0.237691,0.0045
basic-attention-token,Koinex,BAT/INR,9175,0.277109,0.0022
basic-attention-token,Bittrex,BAT/ETH,8639,0.246219,0.0021
basic-attention-token,Gate.io,BAT/USDT,1744,0.246877,0.0004
basic-attention-token,Radar Relay,BAT/WETH,1399,0.254484,0.0003
basic-attention-token,Upbit,BAT/ETH,746,0.250831,0.0002
basic-attention-token,Gate.io,BAT/ETH,595,0.255829,0.0001
basic-attention-token,Cobinhood,BAT/ETH,574,0.286949,0.0001
basic-attention-token,Livecoin,BAT/BTC,468,0.252581,0.0001
basic-attention-token,Gate.io,BAT/BTC,225,0.256188,0.0001
basic-attention-token,Livecoin,BAT/ETH,148,0.296607,0.0
basic-attention-token,Cobinhood,BAT/BTC,147,0.267194,0.0
basic-attention-token,Mercatox,BAT/BTC, 0,0.332952,0.0
basic-attention-token,BigONE,BAT/BTC,0,0.265344,0.0
aion,Binance,AION/BTC,1681840,2.59,0.7277
aion,Binance,AION/ETH,393867,2.59,0.1704
aion,Binance,AION/BNB,83171,2.59,0.036
aion,Liqui,AION/ETH,36496,2.45,0.0158
aion,Liqui,AION/BTC,33358,2.47,0.0144
aion,Liqui,AION/USDT,29121,2.45,0.0126
aion,Kucoin,AION/BTC,25052,2.55,0.0108
aion,Kucoin,AION/ETH, 10646,2.51,0.0046
aion,Bancor Network,AION/BNT,8613,2.52,0.0037
aion,Token Store,AION/ETH,8512,2.82,0.0037
aion,IDEX,AION/ETH,590,2.10,0.0003
aion,Radar Relay,AION/WETH,0,21.94,0.0
ethos,Binance,BQX/BTC,710567 ,3.20,0.6352
ethos,Binance,BQX/ETH,381253,3.20,0.3408
ethos,CoinExchange,ETHOS/BTC,10220,3.20,0.0091
ethos,HitBTC,BQX/ETH,7136,3.22,0.0064
ethos,Cobinhood,ETHOS/ETH,4219,3.70,0.0038
ethos,Livecoin,ETHOS/BTC,3695,3.74,0.0033
ethos,Cobinhood,ETHOS/BTC,835,3.13,0.0007
ethos,Livecoin,ETHOS/ETH,343, 3.66,0.0003
ethos,CoinExchange,ETHOS/ETH,324,3.78,0.0003
ethos,Radar Relay,ETHOS/WETH,0,3.69,0.0
gas,Huobi,GAS/BTC,1204950,24.36,0.4009
gas,Huobi,GAS/ETH,799735,24.26,0.2661
gas,Binance,GAS/BTC,776048,24.52,0.2582
gas,OKEx,GAS/BTC,72055,24.02,0.024
gas,Poloniex,GAS/BTC,68647,25.57,0.0228
gas,Kucoin,GAS/BTC,55026,24.42,0.0183
gas,Kucoin,GAS/NEO,11209,24.72,0.0037
gas,OKEx,GAS/USDT,6143,23.68,0.002
gas,Gate.io,GAS/USDT,4757,25.44,0.0016
gas,Poloniex,GAS/ETH,2481,24.73,0.0008
gas,Coinnest,GAS/KRW,1991,19.68,0.0007
gas,Kucoin,GAS/KCS,1582,24.98,0.0005
gas,Gate.io,GAS/BTC,917,24.08,0.0003
gas,OKEx,GAS/ETH,355,23.96,0.0001
factom,Bit-Z,FCT/BTC,960922,27.06,0.6225
factom,BCEX,FCT/BTC,221162 ,25.73,0.1433
factom,Poloniex,FCT/BTC,194815,27.06,0.1262
factom,Bittrex,FCT/BTC,135115,27.05,0.0875
factom,Upbit,FCT/BTC,15972,27.05,0.0103
factom,Bittrex,FCT/ETH,12130,26.79,0.0079
factom,Cryptopia,FCT/BTC,3453,27.29,0.0022
factom,Upbit,FCT/ETH,20,26.46,0.0
factom,Qryptos,FCT/BTC,0,27.33 ,0.0
factom,Qryptos,FCT/ETH,0,25.93,0.0
qash,Huobi,QASH/BTC,1303540,0.659939,0.3504
qash,Huobi,QASH/ETH,1151830,0.658146,0.3096
qash,Quoine,QASH/JPY,291976,0.654945,0.0785
qash,Qryptos,QASH/BTC,261172,0.647407,0.0702
qash,Quoine,QASH/BTC,218110,0.644170,0.0586
qash,Ethfinex,QSH/USD,116038,0.664000,0.0312
qash,Quoine,QASH/ETH,85600,0.654767,0.023
qash,Ethfinex,QSH/ETH, 84492,0.660788,0.0227
qash,Qryptos,QASH/ETH,76401,0.647268,0.0205
qash,Ethfinex,QSH/BTC,51846,0.654806,0.0139
qash,Gate.io,QASH/ETH,18978,0.655342,0.0051
qash,Qryptos,UBTC/QASH,15218,0.612990,0.0041
qash,Quoine,QASH/USD,13985,0.649600,0.0038
qash,Gate.io,QASH/USDT,11382,0.663514,0.0031
qash,Gate.io,QASH/BTC,8041,0.657118 ,0.0022
qash,EXX,QASH/ETH,4803,0.651838,0.0013
qash,AEX,QASH/BTC,2859,0.647407,0.0008
qash,IDEX,QASH/ETH,2023,0.672865,0.0005
qash,Qryptos,MCO/QASH,719,0.531911,0.0002
qash,Qryptos,ETN/QASH,645,0.631004,0.0002
qash,Qryptos,VZT/QASH,442,0.643857,0.0001
qash,Qryptos,RKT/QASH,247,0.657832,0.0001
qash,Qryptos,BMC/QASH,155,0.640712,0.0
qash,Qryptos,DENT/QASH,104,0.710403,0.0
qash,Quoine,QASH/SGD,3,0.633523,0.0
qash,Qryptos,ENJ/QASH,0,0.267609,0.0
qash,Quoine,QASH/AUD,0,0.628414,0.0
qash,Quoine,QASH/EUR,0,0.743482,0.0
qash,Quoine,QASH/IDR,0,0.014679,0.0
qash,OTCBTC,QASH/ETH,0,0.063137,0.0
qash,Qryptos,ONG/QASH,0,0.321460,0.0
qash,Qryptos,SPHTX/QASH,0,0.592193,0.0
qash,Qryptos,FDX/QASH,0,0.610959,0.0
qash,Qryptos,MTN/QASH,0,0.570726,0.0
qash,Qryptos,EZT/QASH,0,0.570109,0.0
qash,GOPAX,QASH/KRW,5797,0.697158,0.0
qash,GOPAX,QASH/BTC,486,0.693650,0.0
revain,OKEx,R/BTC,1284370,1.21,0.2269
revain,Kucoin,R/BTC,1273750,1.20,0.225
revain,Kucoin,R/ETH,1077550,1.21,0.1904
revain,BTC-Alpha,R/BTC,782502,1.20,0.1382
revain,OKEx,R/ETH,601210,1.22,0.1062
revain,BitFlip,R/BTC,367447,1.30,0.0649
revain,Cryptopia,R/BTC,179164,1.21,0.0317
revain,OKEx,R/USDT,86793,1.20,0.0153
revain,Mercatox,R/BTC,5311,1.04,0.0009
revain,HitBTC,R/BTC,1487,1.56,0.0003
revain,HitBTC,R/ETH,351,1.54,0.0001
revain,YoBit,R/BTC,192,1.11,0.0
revain,BitFlip,R/USD,104,1.13,0.0
revain,BitFlip,R/RUB,97,1.14,0.0
revain,YoBit,R/USD,27,1.30,0.0
revain,Kuna,R/BTC,7,1.34,0.0
revain,BitFlip,R/UAH,0,1.34,0.0
revain,C-CEX,R/BTC,0,0.926407,0.0
revain,BitFlip,R/EUR,0,1.12,0.0
revain,Simex,R/USD,0,1.24,0.0
nebulas-token,Huobi,NAS/ETH,2927470,6.09,0.363
nebulas-token,Huobi,NAS/BTC,2859570,6.08,0.3546
nebulas-token,OKEx,NAS/BTC,861126,6.11,0.1068
nebulas-token,OKEx,NAS/USDT,630380,6.09,0.0782
nebulas-token,OKEx,NAS/ETH,241240,6.13,0.0299
nebulas-token,BCEX,NAS/BTC,164598,6.19,0.0204
nebulas-token,Lbank,NAS/ETH,155431,6.13,0.0193
nebulas-token,Gate.io,NAS/USDT,127280,6.12,0.0158
nebulas-token,Gate.io,NAS/ETH,60830,6.09,0.0075
nebulas-token,Gate.io,NAS/BTC,34977,6.04,0.0043
nebulas-token,IDEX,NAS/ETH,1530,6.34,0.0002
nebulas-token,ForkDelta,NAS/ETH,177,5.82,0.0
nebulas-token,Allcoin,NAS/BTC,125,5.64,0.0
funfair,Binance,FUN/BTC,714476,0.045596,0.7036
funfair,Binance,FUN/ETH,205011,0.045636,0.2019
funfair,Ethfinex,FUN/USD,28256,0.045200,0.0278
funfair,C2CX,FUN/USDT,15534,0.045069,0.0153
funfair,Ethfinex,FUN/BTC,12600,0.045041,0.0124
funfair,Gate.io,FUN/USDT,8254,0.045470,0.0081
funfair,C2CX,FUN/BTC,8202,0.044394,0.0081
funfair,Ethfinex,FUN/ETH,4605,0.045033,0.0045
funfair,HitBTC,FUN/ETH,3374,0.043876,0.0033
funfair,OKEx,FUN/USDT,2851,0.045069,0.0028
funfair,Vebitcoin,FUN/TRY,2813,0.049070,0.0028
funfair,Gate.io,FUN/ETH,2352,0.042755,0.0023
funfair,Radar Relay,FUN/WETH,2263,0.045268,0.0022
funfair,HitBTC,FUN/BTC,1797,0.044486,0.0018
funfair,HitBTC,FUN/USDT,1351,0.044105,0.0013
funfair,OKEx,FUN/BTC,1005,0.045318,0.001
funfair,IDEX,FUN/ETH,495,0.055287,0.0005
funfair,OKEx,FUN/ETH,76,0.045250,0.0001
funfair,Livecoin,FUN/BTC,69,0.045318,0.0001
funfair,Cobinhood,FUN/ETH,67,0.045418,0.0001
funfair,Livecoin,FUN/USD,36,0.043800,0.0
funfair,ForkDelta,FUN/ETH,8,0.050540,0.0
funfair,Livecoin,FUN/ETH,7,0.046259,0.0
funfair,Cobinhood,FUN/BTC,0,0.055400,0.0
chainlink,Binance,LINK/BTC,2214280,0.561178,0.4709
chainlink,Binance,LINK/ETH,849938,0.559792,0.1807
chainlink,Huobi,LINK/BTC,800216,0.568725,0.1702
chainlink,Huobi,LINK/ETH,759700,0.568270,0.1616
chainlink,Mercatox,LINK/ETH,17023,0.507650,0.0036
chainlink,Vebitcoin,LINK/TRY,15433,0.568181,0.0033
chainlink,OKEx,LINK/USDT,11695,0.561069,0.0025
chainlink,Mercatox,LINK/BTC,9534,0.545435,0.002
chainlink,OKEx,LINK/BTC,7348,0.568123,0.0016
chainlink,OKEx,LINK/ETH,6242,0.564084,0.0013
chainlink,Gate.io,LINK/USDT,4571,0.572185,0.001
chainlink,Token Store,LINK/ETH,3691,0.472618,0.0008
chainlink,ForkDelta,LINK/ETH,1331,0.582701,0.0003
chainlink,IDEX,LINK/ETH,498,0.595330,0.0001
chainlink,COSS,LINK/BTC,433,0.546362,0.0001
chainlink,COSS,LINK/ETH,350,0.567982,0.0001
chainlink,Gate.io,LINK/ETH,123,0.612860,0.0
chainlink,BigONE,LINK/BTC,0,0.509413,0.0
loopring,Binance,LRC/BTC,953868,0.339426,0.3458
loopring,Binance,LRC/ETH,406559,0.339236,0.1474
loopring,Bittrex,LRC/BTC,269487,0.337207,0.0977
loopring,OKEx,LRC/BTC,234870,0.337854,0.0851
loopring,Gate.io,LRC/USDT,220975,0.343525,0.0801
loopring,Gate.io,LRC/BTC,200996,0.343126,0.0729
loopring,Upbit,LRC/BTC,186796,0.333137,0.0677
loopring,OKEx,LRC/USDT,173794,0.341522,0.063
loopring,OKEx,LRC/ETH,52848,0.340554,0.0192
loopring,Gate.io,LRC/ETH,32925,0.342040,0.0119
loopring,Bittrex,LRC/ETH,12267,0.343441,0.0044
loopring,Upbit,LRC/ETH,5884,0.343441,0.0021
loopring,HitBTC,LRC/BTC,5729,0.336652,0.0021
loopring,CoinExchange,LRC/BTC,884,0.286431,0.0003
loopring,HitBTC,LRC/ETH, 429,0.351151,0.0002
loopring,YoBit,LRC/BTC,192,0.342201,0.0001
loopring,CoinExchange,LRC/ETH,0,0.670040,0.0
loopring,Lykke Exchange,LRC/ETH,0,0.784318,0.0
loopring,OTCBTC,LRC/ETH,0,0.827063,0.0
loopring,IDAX,LRC/BTC,0,0.693003,0.0
loopring,IDAX,LRC/ETH,0,0.527470,0.0
reddcoin,Bittrex,RDD/BTC,2743730,0.006659,0.4912
reddcoin,Upbit,RDD/BTC,2662880,0.006752,0.4767
reddcoin,Cryptopia,RDD/BTC, 109668,0.006659,0.0196
reddcoin,LiteBit.eu,RDD/EUR,32211,0.006719,0.0058
reddcoin,YoBit,RDD/BTC,17742,0.006659,0.0032
reddcoin,Vebitcoin,RDD/TRY,12709,0.007748,0.0023
reddcoin,YoBit,RDD/USD,3285,0.006907,0.0006
reddcoin,Trade Satoshi,RDD/BTC,1744,0.006659,0.0003
reddcoin,Bleutrade,RDD/BTC,1514,0.006936,0.0003
reddcoin,Bleutrade,RDD/DOGE,308,0.006555,0.0001
reddcoin,Trade Satoshi,RDD/DOGE,177,0.006196,0.0
reddcoin,Trade Satoshi,RDD/USDT,45,0.006810,0.0
reddcoin,Trade Satoshi,RDD/BCH,45,0.006336,0.0
reddcoin,Coinhouse,RDD/BTC,36,0.004717,0.0
reddcoin,Bisq,RDD/BTC,0,0.000462,0.0
reddcoin,Trade Satoshi,RDD/LTC,0,0.005789,0.0
kin,Bancor Network,KIN/BNT,120364,0.000231,0.3599
kin,Mercatox,KIN/BTC,98070,0.000278,0.2933
kin,Mercatox,KIN/ETH,56326,0.000231,0.1684
kin,IDEX,KIN/ETH,34517,0.000222,0.1032
kin,CoinFalcon,KIN/ETH,7328,0.000231,0.0219
kin,COSS,KIN/ETH,6103,0.000224,0.0183
kin,Stellar Decentralized Exchange,KIN/XLM,4057,0.000227,0.0121
kin,YoBit,KIN/BTC,3322,0.000278,0.0099
kin,CoinFalcon,KIN/BTC,2804,0.000278,0.0084
kin,Stellarport,KIN/XLM,2583,0.000226,0.0
kin,OTCBTC,KIN/ETH,1108,0.000231,0.0033
kin,COSS,KIN/BTC,400,0.000185,0.0012
kin,Fatbtc,KIN/CNY,0,0.000247,0.0
kin,DDEX,KIN/ETH,0,0.000231,0.0
iostoken,Binance,IOST/BTC,14211400,0.021577,0.4962
iostoken,Huobi,IOST/USDT,6692800,0.021537,0.2337
iostoken,Huobi,IOST/BTC,2501570,0.021623,0.0873
iostoken,Binance,IOST/ETH,1668480,0.021436,0.0583
iostoken,Huobi,IOST/ETH,1423840,0.021520,0.0497
iostoken,OKEx,IOST/BTC,1196780,0.021762,0.0418
iostoken,OKEx,IOST/USDT,848977,0.021530,0.0296
iostoken,OKEx,IOST/ETH,60701,0.021597,0.0021
iostoken,Kucoin,IOST/BTC,20657,0.021762,0.0007
iostoken,BigONE,IOST/BTC,5034,0.021762,0.0002
iostoken,Kucoin,IOST/ETH,4591,0.020335,0.0002
iostoken,BigONE,IOST/ETH,3317,0.021036,0.0001
iostoken,DDEX,IOST/ETH,3085,0.020195,0.0001
iostoken,Cobinhood,IOST/ETH,631,0.019914,0.0
iostoken,Cobinhood,IOST/BTC,472,0.021577,0.0
iostoken,Lykke Exchange,IOST/ETH,0,0.028049,0.0
iostoken,OTCBTC,IOST/ETH,0,0.021036,0.0
iostoken,Cobinhood,IOST/USDT,0,0.012157,0.0
gxchain,Binance,GXS/BTC,2225300,3.05,0.3409
gxchain,Binance,GXS/ETH,1466840,3.04,0.2247
gxchain,QBTC,GXS/CNY,1374780,2.91,0.2106
gxchain,Bit-Z,GXS/BTC,835918,3.05,0.1281
gxchain,Bit-Z,GXS/ETH,462488,3.37,0.0709
gxchain,Gate.io,GXS/USDT,91433,3.01,0.014
gxchain,OEX,GXS/CNY,37863,3.01,0.0058
gxchain,Gate.io,GXS/BTC,22615,3.04,0.0035
gxchain,BigONE,GXS/BTC,10353,3.07,0.0016
gxchain,OEX,GXS/BTC,61,2.41,0.0
gxchain,Allcoin,GXS/BTC,0,3.24,0.0
