id,exchange_name,exchange_pair,volume(24h),price,volume(%)
bitcoin,Bitfinex,BTC/USD,572707000,9261.10,0.094
bitcoin,OKEx,BTC/USDT,366108000,9262.15,0.0601
bitcoin,Binance,BTC/USDT,366030000,9264.15,0.0601
bitcoin,bitFlyer,BTC/JPY,220488000,9348.91,0.0362
bitcoin,Binance,NCASH/BTC,177447000,9305.51,0.0291
bitcoin,Bithumb,BTC/KRW,175739000,9553.13,0.0288
bitcoin,GDAX,BTC/USD,163393000,9250.09,0.0268
bitcoin,Upbit,BTC/KRW,152682000,9558.75,0.0251
bitcoin,Bitstamp,BTC/USD,148887000,9277.55,0.0244
bitcoin,Huobi,BTC/USDT,144844000,9248.04,0.0238
bitcoin,Binance,BNB/BTC,114689000,9172.09,0.0188
bitcoin,Kraken,BTC/EUR,107084000 ,9271.94,0.0176
bitcoin,OKEx,ETH/BTC,102387000,9228.53,0.0168
bitcoin,Kraken,BTC/USD,98879700,9250.00,0.0162
bitcoin,BTCC,BTC/USD,81902500,9050.00,0.0134
bitcoin,Binance,ETH/BTC,69062500,9225.41,0.0113
bitcoin,OKEx,LTC/BTC,68164900,9269.55,0.0112
bitcoin,Lbank,VEN/BTC,60983300,9210.10,0.01
bitcoin,OKEx,BCH/BTC,59919200, 9276.26,0.0098
bitcoin,Gemini,BTC/USD,55186400,9258.48,0.0091
bitcoin,Huobi,ONT/BTC,54528400,9408.59,0.0089
bitcoin,HitBTC,BCH/BTC,54335100,9279.62,0.0089
bitcoin,HitBTC,BTC/USDT,51122400,9439.41,0.0084
bitcoin,Bit-Z,ETH/BTC,50052600,9232.82,0.0082
bitcoin,OKEx,ETC/BTC,48478500,9268.26,0.008
bitcoin,Lbank,QTUM/BTC,48043900,9352.93,0.0079
bitcoin,Binance,TRX/BTC,44855800,9223.47,0.0074
bitcoin,Binance,VEN/BTC,40233300,9251.94,0.0066
bitcoin,Lbank,BCC/BTC,37129200,9251.23,0.0061
bitcoin,Bitfinex,BTC/EUR,36547900,9251.82,0.006
bitcoin,Bit-Z,LTC/BTC,36287500,9248.30 ,0.006
bitcoin,Bit-Z,TRX/BTC,34621300,9223.47,0.0057
bitcoin,Binance,ICX/BTC,34243200,9163.72,0.0056
bitcoin,Bittrex,BTC/USDT,33446300,9245.28,0.0055
bitcoin,Coinone,BTC/KRW,32016600,9557.81,0.0053
bitcoin,Poloniex,BTC/USDT,29207300 ,9260.33,0.0048
bitcoin,Binance,NANO/BTC,27954800,9241.09,0.0046
bitcoin,Binance,LTC/BTC,27107700,9266.71,0.0044
bitcoin,Binance,XRP/BTC,25957600,9259.88,0.0043
bitcoin,EXX,ETH/BTC,25860800,9297.37,0.0042
bitcoin,Bitstamp,BTC/EUR,24869500,9258.93,0.0041
bitcoin,GDAX,BTC/EUR,23686500,9230.27,0.0039
bitcoin,Binance,NEO/BTC,23261800,9221.40,0.0038
bitcoin,Binance,ADA/BTC,22814600,9427.18,0.0037
bitcoin,Bitbank,BTC/JPY,22536700,9376.25,0.0037
bitcoin,CoinEgg,ETH/BTC,22015600,9229.42,0.0036
bitcoin,Bit-Z,EKT/BTC,20965200,9267.57,0.0034
bitcoin,HitBTC,ETH/BTC,20691000,9235.87,0.0034
bitcoin,HitBTC,DASH/BTC,19573900,9337.96,0.0032
bitcoin,Bittrex,NBT/BTC,19478200,9339.30,0.0032
bitcoin,Korbit,BTC/KRW,17978500,9574.21,0.003
bitcoin,CoinEgg,NEO/BTC,17355500,9138.15,0.0028
bitcoin,Huobi,HT/BTC,16825500,9271.85,0.0028
bitcoin,Bittrex,XEM/BTC,16790600,9413.23,0.0028
bitcoin,Binance,EOS/BTC,16623700,9255.84 ,0.0027
bitcoin,CoinBene,BTC/USDT,16557100,9241.16,0.0027
bitcoin,itBit,BTC/USD,16120500,9267.66,0.0026
bitcoin,CoinsBank,BTC/USD,16014000,9149.15,0.0026
bitcoin,Binance,SUB/BTC,15816900,9390.52,0.0026
bitcoin,Binance,STORM/BTC,15737200,9235.86,0.0026
bitcoin,CEX.IO,BTC/USD,15659600,9426.70,0.0026
bitcoin,HitBTC,XMR/BTC,15316200,9209.94,0.0025
bitcoin,Huobi,TRX/BTC,14956100,9224.65,0.0025
bitcoin,CoinsBank,BTC/GBP,14252400,9214.69,0.0023
bitcoin,Binance,IOST/BTC,14085900,9188.05,0.0023
bitcoin,Neraex,BTC/JPY,14015300,9342.48,0.0023
bitcoin,Binance,BCC/BTC,13942100,9280.43 ,0.0023
bitcoin,Simex,BTC/USD,13804900,9240.00,0.0023
bitcoin,Huobi,ETH/BTC,13172400,9226.20,0.0022
bitcoin,Bit-Z,BCH/BTC,13120700,9268.69,0.0022
bitcoin,Livecoin,ETH/BTC,12788000,9271.17,0.0021
bitcoin,Binance,GVT/BTC,12768500,9266.95,0.0021
bitcoin,Upbit,XEM/BTC,12253500,9411.40,0.002
bitcoin,Bit-Z,XRB/BTC,11808700,9238.72,0.0019
bitcoin,Exmo,BTC/USD,11799000,9629.70,0.0019
bitcoin,Bitfinex,ETH/BTC,11616300,9237.81,0.0019
bitcoin,Binance,MCO/BTC,11537300,9270.77,0.0019
bitcoin,Livecoin,BTC/USD,11377100,9430.41,0.0019
bitcoin,Bittrex,ADA/BTC,11360500,9442.67,0.0019
bitcoin,Tidex,WAVES/BTC,11127700,9262.29,0.0018
bitcoin,CoinEgg,TRX/BTC,10933300,9282.98,0.0018
bitcoin,Bit-Z,OC/BTC,10853400,9617.02,0.0018
bitcoin,Poloniex,ETH/BTC,10690700,9250.01,0.0018
bitcoin,OKEx,EOS/BTC,10548300,9248.12,0.0017
bitcoin,Huobi,ELF/BTC,10496500,9253.27,0.0017
bitcoin,Binance,XLM/BTC,10309200,9378.08,0.0017
bitcoin,CoinsBank,BTC/EUR,10263600,9146.52,0.0017
bitcoin,Poloniex,XRP/BTC,9854060,9275.18,0.0016
bitcoin,Binance,MTL/BTC,9842650,9270.21,0.0016
bitcoin,Bittrex,ETH/BTC,9476170,9203.37,0.0016
bitcoin,Bitfinex,BCH/BTC,9290550,9273.47,0.0015
bitcoin,LakeBTC,BTC/USD,9117480,9879.88,0.0015
bitcoin,Lbank,ETH/BTC,8908170,9225.45,0.0015
bitcoin,Binance,ONT/BTC,8819530,8511.42,0.0014
bitcoin,BitBay,BTC/PLN,8512480,9315.65,0.0014
bitcoin,OKEx,XRP/BTC,8392800,9276.27,0.0014
bitcoin,OKEx,TRUE/BTC,7948150,9416.52,0.0013
bitcoin,Paribu,BTC/TRY,7867380,9294.67,0.0013
bitcoin,WEX,BTC/USD,7709080,9258.91,0.0013
bitcoin,Poloniex,XEM/BTC,7693550,9462.90,0.0013
bitcoin,Binance,IOTA/BTC,7634350,9302.14,0.0013
bitcoin,Huobi,ABT/BTC,7617090,9231.54,0.0013
bitcoin,Binance,XMR/BTC,7498260,9230.80,0.0012
bitcoin,Lbank,ZEC/BTC,7466460,9261.52,0.0012
bitcoin,Upbit,ADA/BTC,7019780,9434.92,0.0012
bitcoin,Binance,ETC/BTC,7018320,9255.99,0.0012
bitcoin,Upbit,NBT/BTC,6875690,9270.14,0.0011
bitcoin,Liqui,TRX/BTC,6871960,9247.18,0.0011
bitcoin,EXX,BCC/BTC,6819260,9260.55,0.0011
bitcoin,Binance,AST/BTC,6718740,9252.94,0.0011
bitcoin,Binance,PPT/BTC,6685570,9209.62,0.0011
bitcoin,WEX,BCH/BTC,6668320,9252.49,0.0011
bitcoin,Exmo,BTC/RUB,6550450,9004.49,0.0011
bitcoin,Binance,TNT/BTC,6349000,9222.42,0.001
bitcoin,Upbit,EMC2/BTC,6300590,9458.78,0.001
bitcoin,Bitstamp,ETH/BTC,6275920,9255.32,0.001
bitcoin,Poloniex,XMR/BTC,6149500,9244.52,0.001
bitcoin,EXX,LTC/BTC,6090080,9280.31,0.001
bitcoin,Foxbit,BTC/BRL,5952620,9526.05,0.0
bitcoin,Bittrex,EMC2/BTC,5917820,9496.82,0.001
bitcoin,YoBit,ETH/BTC,5702590,9259.94,0.0009
bitcoin,HitBTC,ZEC/BTC,5637010,9273.33,0.0009
bitcoin,Bit-Z,ETC/BTC,5630380,9260.99,0.0009
bitcoin,Huobi,MEE/BTC,5629950,9428.77,0.0009
bitcoin,YoBit,DASH/BTC, 5618720,9331.27,0.0009
bitcoin,Binance,CTR/BTC,5454180,9252.87,0.0009
bitcoin,Binance,WAVES/BTC,5441930,9230.55,0.0009
bitcoin,BCEX,ETH/BTC,5438110,9041.63,0.0009
bitcoin,Exrates,BTG/BTC,5425120,9598.25,0.0009
bitcoin,Poloniex,BCH/BTC,5421730,9278.04,0.0009
bitcoin,Upbit,TRX/BTC,5407800,9247.18,0.0009
bitcoin,Bitinka,BTC/USD,5399920,9224.28,0.0
bitcoin,Binance,WTC/BTC,5359550,9127.31,0.0009
bitcoin,GetBTC,BTC/RUB,5338820,9502.89,0.0009
bitcoin,GetBTC,BTC/USD,5264340,9370.33,0.0009
bitcoin,GetBTC,BTC/EUR,5260600,9363.66,0.0009
bitcoin,Bittrex,MCO/BTC,5258440,9301.37,0.0009
bitcoin,Bit-Z,EOS/BTC,5220830,9274.08,0.0009
bitcoin,Kraken,ETH/BTC,5168240,9247.93,0.0008
bitcoin,Tidex,ETH/BTC,5096340,9207.31,0.0008
bitcoin,Huobi,HSR/BTC,4968710,9179.38,0.0008
bitcoin,Luno,BTC/ZAR,4927000,9733.02,0.0008
bitcoin,Upbit,BITB/BTC,4809440,9331.94,0.0008
bitcoin,Binance,ZIL/BTC,4734810,9448.16 ,0.0008
bitcoin,xBTCe,BTC/USD,4705160,9257.20,0.0008
bitcoin,EXX,EPC/BTC,4661710,8623.16,0.0008
bitcoin,Huobi,PROPY/BTC,4656390,9262.10,0.0008
bitcoin,Trade By Trade,BTC/USDT,4643420,8014.25,0.0008
bitcoin,Coinfloor,BTC/GBP,4605780,9167.11,0.0008
bitcoin,YoBit,LSK/BTC,4599610,9250.08,0.0008
bitcoin,GDAX,ETH/BTC,4510630,9240.62,0.0007
bitcoin,Bitcoin Indonesia,BTC/IDR,4495070,9418.16,0.0007
bitcoin,Fatbtc,BTC/CNY,4494800,9421.19,0.0007
bitcoin,HitBTC,BCN/BTC,4493400,9295.60,0.0007
bitcoin,Upbit,BTC/USDT,4451830,9250.97,0.0007
bitcoin,Bittrex,BCC/BTC,4445760,9234.49,0.0007
bitcoin,BTC Markets,BTC/AUD,4431750,9261.54,0.0007
bitcoin,Huobi,XRP/BTC,4370310,9265.88,0.0007
bitcoin,Bit-Z,MCO/BTC,4323670,9260.68,0.0007
bitcoin,Huobi,VEN/BTC,4287820,9366.56,0.0007
bitcoin,Gate.io,BTC/USDT,4274260,9264.17,0.0007
bitcoin,Bittrex,NEO/BTC,4171100,9224.43,0.0007
bitcoin,OKEx,INS/BTC,4131100,9158.72,0.0007
bitcoin,OKEx,NEO/BTC,4019150,9240.48,0.0007
bitcoin,Bittrex,BITB/BTC,3907960,9399.07,0.0006
bitcoin,Bittrex,TRX/BTC,3889470,9247.18,0.0006
bitcoin,Binance,OMG/BTC,3779180,9248.01,0.0006
bitcoin,Bitinka,BTC/EUR,3778660,9234.56 ,0.0
bitcoin,Binance,INS/BTC,3658130,9072.35,0.0006
bitcoin,OKEx,SWFTC/BTC,3630790,9286.27,0.0006
bitcoin,Huobi,MTN/BTC,3629950,9356.73,0.0006
bitcoin,CoinEgg,QTUM/BTC,3605260,9229.31,0.0006
bitcoin,CoinEgg,XRP/BTC,3541270,9408.43,0.0006
bitcoin,Poloniex,LTC/BTC,3537030,9267.51,0.0006
bitcoin,WEX,ETH/BTC,3536420,9227.23,0.0006
bitcoin,Huobi,KNC/BTC,3502340,9250.34,0.0006
bitcoin,Bibox,DXT/BTC,3501360,9358.74,0.0006
bitcoin,CoinEgg,LSK/BTC,3427960,9480.32,0.0006
bitcoin,BtcTrade.im,ETH/BTC,3422340,9157.82,0.0006
bitcoin,Bitfinex,XRP/BTC,3362340,9270.80,0.0006
bitcoin,AEX,BTC/BITCNY,3341830,9530.31,0.0005
bitcoin,Binance,POE/BTC,3338370,9050.77,0.0005
bitcoin,Bittrex,XRP/BTC,3316280,9288.33,0.0005
bitcoin,QuadrigaCX,BTC/CAD,3311730,9272.02,0.0005
bitcoin,Huobi,ITC/BTC,3292330,9176.63,0.0005
bitcoin,Huobi,BCH/BTC,3283370,9249.23,0.0005
bitcoin,Kraken,XRP/BTC,3276880,9258.79,0.0005
bitcoin,Huobi,DASH/BTC,3273950,9307.95,0.0005
bitcoin,YoBit,WAVES/BTC,3270280,9281.59,0.0005
bitcoin,CoinEgg,BCH/BTC,3258160,9068.39,0.0005
bitcoin,Bitfinex,LTC/BTC,3245530,9265.73,0.0005
bitcoin,Binance,BCPT/BTC,3224360,9252.07 ,0.0005
bitcoin,Huobi,RDN/BTC,3221520,9210.85,0.0005
bitcoin,Liqui,SRN/BTC,3220870,9235.78,0.0005
bitcoin,Bit-Z,QTUM/BTC,3206550,9266.64,0.0005
bitcoin,GDAX,LTC/BTC,3203540,9260.89,0.0005
bitcoin,Huobi,EOS/BTC,3203050,9246.16,0.0005
bitcoin,Bitinka,BTC/ARS,3186990,9380.99,0.0
bitcoin,Upbit,SLS/BTC,3172340,9361.18,0.0005
bitcoin,Huobi,ELA/BTC,3153980,9274.93,0.0005
bitcoin,WEX,LTC/BTC,3107230,9275.45,0.0005
bitcoin,OKEx,QTUM/BTC,3095530,9282.45,0.0005
bitcoin,OKEx,IOTA/BTC,3086910,9292.53,0.0005
bitcoin,Bibox,ETH/BTC,3060490,9245.47,0.0005
bitcoin,Gemini,ETH/BTC,2986520,9235.75,0.0005
bitcoin,BX Thailand,BTC/THB,2972890,9351.22,0.0005
bitcoin,Binance,DGD/BTC,2970430,9300.92,0.0005
bitcoin,Bittrex,VOX/BTC,2964270,9332.49,0.0005
bitcoin,CoinEgg,RUFF/BTC,2943450,9194.33,0.0005
bitcoin,Bitfinex,XMR/BTC,2938050,9250.37,0.0005
bitcoin,Exmo,ETH/BTC,2930950,9266.50,0.0005
bitcoin,Huobi,DGD/BTC,2928310,9273.63,0.0005
bitcoin,bitFlyer,ETH/BTC,2892540,9176.50,0.0005
bitcoin,Bittrex,STEEM/BTC,2868160,9360.83,0.0005
bitcoin,Upbit,VOX/BTC,2861690,9357.19,0.0005
bitcoin,Huobi,NAS/BTC,2859570,9275.40,0.0005
bitcoin,Bittrex,LTC/BTC,2844860,9246.85,0.0005
bitcoin,WEX,DSH/BTC,2832380,9348.95,0.0005
bitcoin,BTCTurk,BTC/TRY,2806600,9301.38,0.0005
bitcoin,Binance,XVG/BTC,2750460,9124.05,0.0005
bitcoin,Binance,ENG/BTC,2749650,9279.36,0.0005
bitcoin,Bittrex,RDD/BTC,2743730,9271.91,0.0005
bitcoin,Upbit,MCO/BTC,2728330,9301.17,0.0004
bitcoin,Huobi,ZIL/BTC,2663590,9284.00,0.0004
bitcoin,Upbit,RDD/BTC,2662880,9144.90,0.0004
bitcoin,WEX,BTC/RUR,2662090,9255.46,0.0004
bitcoin,Binance,POWR/BTC,2661250,9478.63,0.0004
bitcoin,OKEx,XEM/BTC,2622980,9391.32,0.0004
bitcoin,Bibox,LTC/BTC,2603060,9262.78,0.0004
bitcoin,Bibox,BTC/USDT,2582980,9258.00,0.0004
bitcoin,ZB.COM,EOS/BTC,2581200,9216.52,0.0004
bitcoin,OKEx,SNC/BTC,2547900,9272.20,0.0004
bitcoin,CoinEgg,QBT/BTC,2497470,8951.65,0.0004
bitcoin,Bit-Z,NULS/BTC,2481540,9214.82,0.0004
bitcoin,YoBit,BCC/BTC,2458350,9337.33,0.0004
bitcoin,ACX,BTC/AUD,2457730,9415.10,0.0004
bitcoin,Livecoin,LTC/BTC,2454370,9269.13,0.0004
bitcoin,Coinsquare,BTC/CAD,2441150,9401.91,0.0004
bitcoin,Bittrex,SRN/BTC,2433880,9365.90,0.0004
bitcoin,OKEx,VIB/BTC,2431630,9218.92,0.0004
bitcoin,Huobi,IOST/BTC,2427710,9222.78,0.0004
bitcoin,Bitso,BTC/MXN,2395650,9356.73,0.0004
bitcoin,Huobi,STORJ/BTC,2386310,9329.89,0.0004
bitcoin,Bittrex,XLM/BTC,2385500,9375.10,0.0004
bitcoin,CoinEgg,LBTC/BTC,2381880,7729.57,0.0004
bitcoin,GDAX,BTC/GBP,2363590,9329.66,0.0004
bitcoin,Binance,KNC/BTC,2360480,9228.93,0.0004
bitcoin,Upbit,NEO/BTC,2352520,9212.30,0.0004
bitcoin,Bit-Z,NKC/BTC,2338480,9283.92,0.0004
bitcoin,Huobi,MDS/BTC,2336320,9239.47,0.0004
bitcoin,WEX,BTC/EUR,2335190,9355.68,0.0004
bitcoin,Huobi,ZEC/BTC,2324010,9293.54,0.0004
bitcoin,Bittrex,SC/BTC,2310510,9301.31,0.0004
bitcoin,Bittrex,XMR/BTC,2297620,9227.08,0.0004
bitcoin,Upbit,STEEM/BTC,2294990,9444.21,0.0004
bitcoin,Bittrex,WAX/BTC,2279100,9330.52,0.0004
bitcoin,Huobi,BTM/BTC,2278960,9202.91,0.0004
bitcoin,RightBTC,BCC/BTC,2243370,9199.12,0.0004
bitcoin,RightBTC,ETH/BTC,2241510,9293.69,0.0004
bitcoin,Huobi,MCO/BTC,2238960,9265.73,0.0004
bitcoin,HitBTC,XRP/BTC,2230080,9268.62,0.0004
bitcoin,Binance,GXS/BTC,2216210,9197.02,0.0004
bitcoin,Bit-Z,HSR/BTC,2201220,9213.33,0.0004
bitcoin,HitBTC,XEM/BTC,2197570,9411.40,0.0004
bitcoin,Binance,LINK/BTC,2196050,9270.81,0.0004
bitcoin,Binance,TNB/BTC,2182100,9228.47,0.0004
bitcoin,Bittrex,ARDR/BTC,2118330,9371.21,0.0003
bitcoin,Bitfinex,NEO/BTC,2072390,9223.23,0.0003
bitcoin,Binance,STRAT/BTC,2057410,9282.27,0.0003
bitcoin,Bitinka,BTC/BRL,2053360,9272.07,0.0
bitcoin,Bitfinex,ETC/BTC,2034220,9270.53,0.0003
bitcoin,Huobi,THETA/BTC,2031050,9256.80,0.0003
bitcoin,CoinEgg,ACT/BTC,2027470,9150.27,0.0003
bitcoin,Coinnest,BTC/KRW,2017870,8241.27,0.0003
bitcoin,Bittrex,XVG/BTC,2010020,9169.79,0.0003
bitcoin,Poloniex,STR/BTC,2003010,9381.07,0.0003
bitcoin,Bittrex,SLS/BTC,2000120,9267.68,0.0003
bitcoin,Zaif,XEM/BTC,1990660,9302.91,0.0003
bitcoin,Upbit,ARDR/BTC,1981900,9313.16,0.0003
bitcoin,Kucoin,ETH/BTC,1975010,9241.22,0.0003
bitcoin,BtcTrade.im,LTC/BTC,1961280,9606.12,0.0003
bitcoin,Huobi,CVC/BTC,1950660,9317.66,0.0003
bitcoin,Huobi,MTL/BTC,1947900,9329.03,0.0003
bitcoin,CoinEgg,BTM/BTC,1944840,9504.04,0.0003
bitcoin,Liqui,ADX/BTC,1941590,9304.95,0.0003
bitcoin,Bit-Z,DASH/BTC,1936520,9314.98,0.0003
bitcoin,Bitstamp,XRP/BTC,1930460,9254.43,0.0003
bitcoin,Bibox,CPC/BTC,1922740,9270.10,0.0003
bitcoin,Huobi,NEO/BTC,1915690,9221.40,0.0003
bitcoin,Bitfinex,DASH/BTC,1906440,9336.54,0.0003
bitcoin,Binance,HSR/BTC,1882260,9213.33,0.0003
bitcoin,HitBTC,XDN/BTC,1861940,9252.31,0.0003
bitcoin,Ethfinex,OMG/BTC,1845470,9251.75,0.0003
bitcoin,Upbit,MER/BTC,1844260,9446.97,0.0003
bitcoin,Binance,ZRX/BTC,1838260,9264.07,0.0003
bitcoin,YoBit,LTC/BTC,1828680,9243.99,0.0003
bitcoin,Liqui,GUP/BTC,1821580,9284.22,0.0003
bitcoin,Huobi,XEM/BTC,1811340,9420.56,0.0003
bitcoin,Liqui,LDC/BTC,1792580,9112.65,0.0003
bitcoin,Bibox,BIX/BTC,1782450,9262.88,0.0003
bitcoin,Binance,MANA/BTC,1768540,9148.59,0.0003
bitcoin,Bibox,HPB/BTC,1764060,9288.27,0.0003
bitcoin,Livecoin,XMR/BTC,1762520,9251.21,0.0003
bitcoin,Huobi,RCN/BTC,1747740,9246.51,0.0003
bitcoin,TOPBTC,ETH/BTC,1741900,9453.16,0.0003
bitcoin,Bit-Z,ZEC/BTC,1728530,9244.44,0.0003
bitcoin,Exmo,BTC/EUR,1713320,9674.20,0.0003
bitcoin,HitBTC,TIME/BTC,1712770,9209.52,0.0003
bitcoin,Bittrex,OMG/BTC,1710970,9246.20,0.0003
bitcoin,Exrates,BCH/BTC,1707280,9481.44,0.0003
bitcoin,Bitinka,BTC/PEN,1705570,9254.50,0.0
bitcoin,Upbit,SC/BTC,1703810,9301.31,0.0003
bitcoin,Bitfinex,EOS/BTC,1698970,9260.06,0.0003
bitcoin,Bittrex,ZCL/BTC,1693930,9263.72,0.0003
bitcoin,Bit-Z,LSK/BTC,1691540,9250.02,0.0003
bitcoin,Binance,AION/BTC,1681840,9139.18,0.0003
bitcoin,BtcTrade.im,BCH/BTC,1679570,10563.10,0.0003
bitcoin,Upbit,ETH/BTC,1678000,9236.96,0.0003
bitcoin,Lbank,ETC/BTC,1669050,9218.47,0.0003
bitcoin,Kraken,BCH/BTC,1668400,9253.29,0.0003
bitcoin,Kucoin,BTC/USDT,1664050,9280.68,0.0003
bitcoin,Cryptopia,ETN/BTC,1656130,9364.73,0.0003
bitcoin,Upbit,WAX/BTC,1652450,9302.57,0.0003
bitcoin,Huobi,LTC/BTC,1649150,9257.25,0.0003
bitcoin,Bittrex,POWR/BTC,1648810,9339.00,0.0003
bitcoin,OKEx,BTM/BTC,1645440,9227.65,0.0003
bitcoin,Poloniex,EMC2/BTC,1642470,9540.30,0.0003
bitcoin,Liqui,ETH/BTC,1640390,9260.35,0.0003
bitcoin,Huobi,DTA/BTC,1635010,9226.97,0.0003
bitcoin,Huobi,WPR/BTC,1610720,9252.41,0.0003
bitcoin,Independent Reserve,XBT/AUD,1605040,9218.04,0.0003
bitcoin,TOPBTC,ATB/BTC,1600020,8794.94,0.0003
bitcoin,HitBTC,LIFE/BTC,1576850,7932.80,0.0003
bitcoin,Bitfinex,MIOTA/BTC,1566520,9252.40,0.0003
bitcoin,xBTCe,BTC/EUR,1553300,9286.19,0.0003
bitcoin,DSX,BTC/USD,1546950,9224.97,0.0003
bitcoin,Huobi,WICC/BTC,1545380,9333.51,0.0003
bitcoin,AEX,XEM/BTC,1542930,9494.44,0.0003
bitcoin,Bibox,EOS/BTC,1541000,9218.40,0.0003
bitcoin,BitMarket,BTC/PLN,1535460,9302.04,0.0003
bitcoin,Binance,DASH/BTC,1528530,9334.06,0.0003
bitcoin,CEX.IO,BTC/EUR,1517950,9279.87,0.0002
bitcoin,Binance,VIB/BTC,1515640,9396.66,0.0002
bitcoin,Huobi,GNT/BTC,1514940,9263.05,0.0002
bitcoin,Bitinka,BTC/CLP,1504230,9282.14,0.0
bitcoin,BL3P,BTC/EUR,1503410,9312.38,0.0002
bitcoin,Binance,ELF/BTC,1503180,9293.04,0.0002
bitcoin,Huobi,QSP/BTC,1503160,9293.97,0.0002
bitcoin,RightBTC,LTC/BTC,1491810,9265.93,0.0002
bitcoin,Bittrex,DASH/BTC,1485310,9299.62,0.0002
bitcoin,LakeBTC,BTC/JPY,1480590,9912.79,0.0002
bitcoin,Binance,NEBL/BTC,1472390,9279.32,0.0002
bitcoin,Binance,BTG/BTC,1444960,9486.82,0.0002
bitcoin,Huobi,MTX/BTC,1427560,9681.27,0.0002
bitcoin,OKEx,SPF/BTC,1427340,9190.66,0.0002
bitcoin,Upbit,XLM/BTC,1422330,9378.08,0.0002
bitcoin,Bittrex,ZEC/BTC,1417800,9285.30,0.0002
bitcoin,Upbit,XRP/BTC,1407960,9288.33,0.0002
bitcoin,Binance,NULS/BTC,1379120,9214.82,0.0002
bitcoin,Huobi,MANA/BTC,1372550,9212.06,0.0002
bitcoin,Allcoin,OC/BTC,1369530,9964.62,0.0002
bitcoin,Exmo,DASH/BTC,1365140,9328.94,0.0002
bitcoin,OKEx,AIDOC/BTC,1362310,9249.74,0.0002
bitcoin,Kraken,XMR/BTC,1357790,9238.69,0.0002
bitcoin,Upbit,BCC/BTC,1354840,9305.54,0.0002
bitcoin,BitcoinTrade,BTC/BRL,1350520,9509.23,0.0002
bitcoin,Bittrex,ETC/BTC,1349460,9253.18,0.0002
bitcoin,BTC-Alpha,BTC/USD,1345030,9539.04,0.0002
bitcoin,EXX,BTC/USDT,1343750,9220.24,0.0002
bitcoin,WEX,ZEC/BTC,1342360,9315.35,0.0002
bitcoin,Livecoin,DASH/BTC,1334620,9374.30,0.0002
bitcoin,Binance,QTUM/BTC,1326760,9266.64,0.0002
bitcoin,Huobi,ACT/BTC,1325730,9506.11,0.0002
bitcoin,Cryptopia,ORME/BTC,1324360,9054.19,0.0002
bitcoin,Bittrex,AMP/BTC,1317820,9120.98,0.0002
bitcoin,Upbit,POWR/BTC,1308060,9449.65,0.0002
bitcoin,Poloniex,ETC/BTC,1304480,9258.30,0.0002
bitcoin,Huobi,QASH/BTC,1303540,9219.73,0.0002
bitcoin,Huobi,QUN/BTC,1281510,9202.47,0.0002
bitcoin,Kucoin,R/BTC,1279540,9329.72,0.0002
bitcoin,Huobi,ETC/BTC,1274870,9247.47,0.0002
bitcoin,Binance,STEEM/BTC,1274150,9407.72,0.0002
bitcoin,OKEx,R/BTC,1256510,9291.17,0.0002
bitcoin,Bit-Z,XAS/BTC,1239860,9272.44 ,0.0002
bitcoin,Trade Satoshi,BTCP/BTC,1237450,9089.00,0.0002
bitcoin,TOPBTC,HSR/BTC,1236180,9076.51,0.0002
bitcoin,Mercado Bitcoin,BTC/BRL,1232140,9295.12,0.0002
bitcoin,Binance,LSK/BTC,1223110,9262.84,0.0002
bitcoin,BitMEX,BTC/USD,3764550000 ,9261.00,0.0
bitcoin,Quoine,BTC/JPY,288333000,9360.07,0.0
bitcoin,BTCBOX,BTC/JPY,140727000,9355.24,0.0
bitcoin,Zaif,BTC/JPY,139158000,9372.29,0.0
bitcoin,Fisco,BTC/JPY,138952000,9361.72,0.0
bitcoin,Quoine,BTC/USD,22722800,9264.42,0.0
bitcoin,GOPAX,BTC/KRW,16973900,9547.50,0.0
bitcoin,ZB.COM,BTC/USDT,15386200,9253.05,0.0
bitcoin,bitFlyer,BTC/USD,2214870,9234.52,0.0
bitcoin,Quoine,BTC/SGD,1683950,9304.04,0.0
bitcoin,Bitinka,BTC/LTC,5546980,264.18,0.0
bitcoin,Bitinka,BTC/ETH,4845170,1151.32,0.0
ethereum,OKEx,ETH/BTC,102387000,702.43,0.07
ethereum,Bitfinex,ETH/USD,89929800,702.19,0.0614
ethereum,OKEx,ETH/USDT,80653300,702.24,0.0551
ethereum,Binance,ETH/BTC,69062500,702.67,0.0472
ethereum,Bit-Z,ETH/BTC,50052600,702.10,0.0342
ethereum,Huobi,ETH/USDT,47229200,702.64,0.0323
ethereum,GDAX,ETH/USD,45593800,701.01,0.0312
ethereum,Binance,ETH/USDT,38841000,703.08,0.0265
ethereum,Huobi,ONT/ETH,32343900,714.45,0.0221
ethereum,Binance,TRX/ETH,28972100,702.84,0.0198
ethereum,EXX,ETH/BTC,25860800,697.23,0.0177
ethereum,Huobi,TRX/ETH,25846300,700.31,0.0177
ethereum,Bithumb,ETH/KRW,23233200,725.27,0.0159
ethereum,CoinEgg,ETH/BTC,22015600,702.36,0.015
ethereum,HitBTC,ETH/BTC,20691000,701.87,0.0141
ethereum,Simex,ETH/USD,20445000,692.00,0.014
ethereum,Binance,NCASH/ETH,19410800,707.65,0.0133
ethereum,Kraken,ETH/EUR,18489200,701.11,0.0126
