name,symbol,liquidity,dev_score,community_score,public_interest_score,total_score,report_date
bitGold,BITGOLD,432,0.0,0.2,0.31,0.18,2018-03-14 10:38:41
Comet,CMT,385,0.15,0.058,0.38,0.18,2018-03-14 10:38:41
Zephyr,ZEPH,5029,0.0,0.12,0.33,0.18,2018-03-14 10:38:41
Shorty,SHORTY,0,0.12,0.0,0.37,0.18,2018-03-14 10:38:41
Pioneer Coin,PCOIN,2553,0.12,0.078,0.29,0.18,2018-03-14 10:38:41
Sharechain,SSS,9183,0.13,0.0,0.29,0.18,2018-03-14 10:38:41
PX,PX,4,0.15,0.0,0.39,0.18,2018-03-14 10:38:41
Aerium,AERM,3434,0.1,0.08,0.29,0.18,2018-03-14 10:38:41
SoonCoin,SOON,2954,0.16,0.054,0.31,0.18,2018-03-14 10:38:41
ZoZoCoin,ZZC,2811,0.15,0.035,0.31,0.18,2018-03-14 10:38:41
BROTHER,BRAT,1486,0.0,0.16,0.41,0.18,2018-03-14 10:38:41
Swing,SWING,2892,0.14,0.0,0.44,0.18,2018-03-14 10:38:41
BigUp,BIGUP,167,0.15,0.049,0.27,0.18,2018-03-14 10:38:41
Cashcoin,CASH,107,0.16,0.059,0.29,0.18,2018-03-14 10:38:41
OceanChain,OC,17638896,0.0,0.16,0.28,0.18,2018-03-14 10:38:41
Project Decorum,PDC,34621,0.0,0.0,0.32,0.18,2018-03-14 10:38:41
Eryllium,ERY,686,0.13,0.11,0.27,0.18,2018-03-14 10:38:41
Kushcoin,KUSH,1620,0.13,0.048,0.31,0.18,2018-03-14 10:38:41
BitAsean,BAS,256,0.13,0.1,0.27,0.18,2018-03-14 10:38:41
Sativacoin,STV,754,0.14,0.054,0.31,0.18,2018-03-14 10:38:41
Emphy,EPY,184,0.0,0.12,0.45,0.18,2018-03-14 10:38:41
Theresa May Coin,MAY,181,0.12,0.068,0.38,0.18,2018-03-14 10:38:41
APX,APX,4975,0.0,0.076,0.35,0.18,2018-03-14 10:38:41
BitBoost,BBT,342,0.0,0.13,0.29,0.18,2018-03-14 10:38:41
ugChain,UGC,26341,0.12,0.3,0.27,0.18,2018-03-14 10:38:41
ChessCoin,CHESS,149,0.073,0.11,0.29,0.18,2018-03-14 10:38:41
Heavycoin,HVC,,0.37,0.23,0.27,0.18,2018-03-14 10:38:41
AllSafe,ASAFE2,887,0.12,0.062,0.34,0.18,2018-03-14 10:38:41
Dollarcoin,DLC,6,0.12,0.083,0.36,0.18,2018-03-14 10:38:41
Xenon,XNN,126,0.0,0.069,0.37,0.17,2018-03-14 10:38:41
SegWit2x [Futures],B2X,20285,0.43,0.075,0.35,0.17,2018-03-14 10:38:41
SuperCoin,SUPER, 149,0.0,0.16,0.33,0.17,2018-03-14 10:38:41
Independent Money System,IMS,18,0.13,0.064,0.3,0.17,2018-03-14 10:38:41
Impact,IMX,130,0.13,0.051,0.32,0.17,2018-03-14 10:38:41
Prototanium,PR,4082,0.16,0.0,0.27,0.17,2018-03-14 10:38:41
ICO OpenLedger,ICOO,3745,0.0,0.12,0.31,0.17,2018-03-14 10:38:41
Sociall,SCL,4541,0.0,0.08,0.32,0.17,2018-03-14 10:38:41
Zonecoin,ZNE,0,0.13,0.11,0.31,0.17,2018-03-14 10:38:41
StarCash Network,STARS,158,0.13,0.088,0.31,0.17,2018-03-14 10:38:41
Zayedcoin,ZYD,50,0.12,0.12,0.31,0.17,2018-03-14 10:38:41
Copico,XCPO,632,0.091,0.065,0.27,0.17,2018-03-14 10:38:41
Ammo Reloaded,AMMO,93,0.12,0.065,0.27,0.17,2018-03-14 10:38:41
Crypto,CTO,84,0.11,0.052,0.37,0.17,2018-03-14 10:38:41
CryptoCarbon,CCRB,8762,0.12,0.0,0.3,0.17,2018-03-14 10:38:41
ERC20,ERC20,3143,0.12,0.0,0.39,0.17,2018-03-14 10:38:41
Allion,ALL,89,0.13,0.067,0.29,0.17,2018-03-14 10:38:41
Bitcoin Diamond [Futures],BCD,2066880,0.0,0.14,0.41,0.17,2018-03-14 10:38:41
Dix Asset,DIX,1029,0.0,0.17,0.27,0.17,2018-03-14 10:38:41
ATMCoin,ATMC,98859100,0.0,0.0,0.3,0.17,2018-03-14 10:38:41
RedCoin,RED,625,0.18,0.0,0.27,0.17,2018-03-14 10:38:41
TheGCCcoin,GCC,17932,0.0,0.12,0.28,0.17,2018-03-14 10:38:41
LeaCoin,LEA,2326,0.13,0.044,0.28,0.17,2018-03-14 10:38:41
Janus,JNS,0,0.0,0.12,0.33,0.17,2018-03-14 10:38:41
StarCredits,STRC,686,0.0,0.11,0.29,0.17,2018-03-14 10:38:41
POLY AI,AI,193425,0.0,0.053,0.31,0.17,2018-03-14 10:38:41
808Coin,808,1974,0.16,0.0,0.32,0.17,2018-03-14 10:38:41
PIECoin,PIE,36,0.12,0.11,0.31,0.17,2018-03-14 10:38:41
Steps,STEPS,0,0.13,0.066,0.36,0.17,2018-03-14 10:38:41
Cabbage Unit,CAB,867,0.13,0.063,0.33,0.17,2018-03-14 10:38:41
UniCoin,UNIC,26,0.14,0.0,0.27,0.17,2018-03-14 10:38:41
AICHAIN,AIT,7321,0.0,0.06,0.069,0.17,2018-03-14 10:38:41
PiplCoin,PIPL,8373,0.0,0.079,0.33,0.17,2018-03-14 10:38:41
BenjiRolls,BENJI,8,0.14,0.052,0.29,0.17,2018-03-14 10:38:41
GameBet,GBT,0,0.12,0.064,0.31,0.17,2018-03-14 10:38:41
GBCGoldCoin,GBC,1535,0.12,0.11,0.28,0.17,2018-03-14 10:38:41
Unity Ingot,UNY,47,0.0,0.096,0.29,0.17,2018-03-14 10:38:41
Goodomy,GOOD,12,0.0,0.088,0.29,0.17,2018-03-14 10:38:41
bitqy,BQ,1460,0.0,0.059,0.28,0.17,2018-03-14 10:38:41
Bitgem,BTG,1278,0.14,0.0,0.29,0.17,2018-03-14 10:38:41
Flaxscript,FLAX,151,0.11,0.071,0.29,0.17,2018-03-14 10:38:41
Dobbscoin,BOB,,0.4,0.15,0.31,0.17,2018-03-14 10:38:41
Bitland,CADASTRAL,0,0.0,0.1,0.28,0.17,2018-03-14 10:38:41
eBitcoin Cash,EBCH,1275,0.0,0.073,0.44,0.17,2018-03-14 10:38:41
Emerald Crypto,EMD,580,0.1,0.073,0.27,0.17,2018-03-14 10:38:41
X-Coin,XCO,7030,0.12,0.05,0.32,0.17,2018-03-14 10:38:41
Phantomx,PNX,1769,0.093,0.059,0.29,0.17,2018-03-14 10:38:41
Marijuanacoin,MAR,175,0.12,0.076,0.27,0.17,2018-03-14 10:38:41
MustangCoin,MST,100,0.12,0.062,0.27,0.17,2018-03-14 10:38:41
Credence Coin,CRDNC,2,0.12,0.078,0.36,0.17,2018-03-14 10:38:41
Printerium,PRX,95,0.13,0.053,0.31,0.17,2018-03-14 10:38:41
Elcoin,EL,4471,0.0,0.11,0.29,0.17,2018-03-14 10:38:41
Metal Music Coin,MTLMC3,1,0.13,0.055,0.27,0.17,2018-03-14 10:38:41
Execoin,EXE,,0.31,0.25,0.25,0.17,2018-03-14 10:38:41
EXRNchain,EXRN,4279,0.0,0.07,0.27,0.17,2018-03-14 10:38:41
Bitcurrency,BTCR,30,0.13,0.059,0.3,0.17,2018-03-14 10:38:41
Starta,STA,15398,0.0,0.055,0.29,0.16,2018-03-14 10:38:41
EtherSportz,ESZ,9594,0.0,0.065,0.3,0.16,2018-03-14 10:38:41
OracleChain,OCT,11670,0.0,0.0,0.3,0.16,2018-03-14 10:38:41
MagicCoin,MAGE,1903,0.0,0.071,0.35,0.16,2018-03-14 10:38:41
Decentralized Universal Basic Income,DUBI,0,0.19,0.34,0.31,0.16,2018-03-14 10:38:41
Zurcoin,ZUR,5,0.14,0.0,0.31,0.16,2018-03-14 10:38:41
Darsek,KED,172,0.16,0.0,0.27,0.16,2018-03-14 10:38:41
RSGPcoin,RSGP,72,0.12,0.077,0.31,0.16,2018-03-14 10:38:41
Slevin,SLEVIN,175,0.12,0.053,0.32,0.16,2018-03-14 10:38:41
Kurrent,KURT,2630,0.068,0.057,0.29,0.16,2018-03-14 10:38:41
CybCSec,XCS,15910,0.12,0.062,0.28,0.16,2018-03-14 10:38:41
AnarchistsPrime,ACP,169,0.14,0.062,0.29,0.16,2018-03-14 10:38:41
Credo,CREDO,212,0.0,0.0,0.34,0.16,2018-03-14 10:38:41
GeertCoin,GEERT,1491,0.15,0.048,0.31,0.16,2018-03-14 10:38:41
Stress,STS,0,0.12,0.0,0.29,0.16,2018-03-14 10:38:41
Iconic,ICON,542,0.14,0.0,0.41,0.16,2018-03-14 10:38:41
RefToken,REF,52723,0.13,0.27,0.28,0.16,2018-03-14 10:38:41
Mao Zedong,MAO,378,0.12,0.0,0.3,0.16,2018-03-14 10:38:41
Arcade Token,ARC,148,0.31,0.18,0.39,0.16,2018-03-14 10:38:41
VapersCoin,VPRC,747,0.14,0.047,0.27,0.16,2018-03-14 10:38:41
WMCoin,WMC,0,0.13,0.0,0.3,0.16,2018-03-14 10:38:41
Sojourn,SOJ,10,0.12,0.056,0.3,0.16,2018-03-14 10:38:41
Judgecoin,JUDGE,,0.28,0.23,0.34,0.16,2018-03-14 10:38:41
WayGuide,WAY,4,0.12,0.0,0.29,0.16,2018-03-14 10:38:41
Ethereum Gold,ETG,951,0.0,0.077,0.36,0.16,2018-03-14 10:38:41
Network Token,NTWK,72,0.0,0.08,0.47,0.16,2018-03-14 10:38:41
SelfSell,SSC,1164114,0.16,0.077,0.29,0.16,2018-03-14 10:38:41
Greencoin,GRE ,,0.43,0.094,0.28,0.16,2018-03-14 10:38:41
PosEx,PEX,25,0.14,0.043,0.29,0.16,2018-03-14 10:38:41
GeyserCoin,GSR,0,0.16,0.057,0.31,0.16,2018-03-14 10:38:41
Cthulhu Offerings,OFF,608,0.17,0.0,0.31,0.16,2018-03-14 10:38:41
AWARE,AWR,374723,0.12,0.068,0.39,0.16,2018-03-14 10:38:41
FORCE,FOR,3880,0.089,0.05,0.048,0.16,2018-03-14 10:38:41
Coupecoin,COUPE,734,0.12,0.098,0.31,0.16,2018-03-14 10:38:41
Kolion,KLN,18024,0.0,0.0,0.27,0.16,2018-03-14 10:38:41
EmberCoin,EMB,62,0.14,0.36,0.31,0.16,2018-03-14 10:38:41
Macron,MCRN,6665,0.068,0.0,0.4,0.16,2018-03-14 10:38:41
Health Mutual Society,HMC,364941,0.13,0.096,0.4,0.16,2018-03-14 10:38:41
ETHGAS,EGAS,0,0.0,0.13,0.28,0.16,2018-03-14 10:38:41
EDUCare,EKT,21823800,0.0,0.043,0.29,0.16,2018-03-14 10:38:41
Vault Coin,VLTC,594,0.0,0.17,0.42,0.16,2018-03-14 10:38:41
LitecoinDark,LTCD,,0.27,0.25,0.26,0.16,2018-03-14 10:38:41
Dalecoin,DALC,547,0.0,0.12,0.31,0.16,2018-03-14 10:38:41
Jobscoin,JOBS,169,0.12,0.056,0.27,0.16,2018-03-14 10:38:41
Master Swiscoin,MSCN,1122,0.14,0.0,0.31,0.16,2018-03-14 10:38:41
Xonecoin,XOC,0,0.12,0.057,0.27,0.16,2018-03-14 10:38:41
Bankcoin,B@,1070,0.0,0.11,0.29,0.16,2018-03-14 10:38:41
Datawallet,DXT,4969330,0.0,0.21,0.31,0.15,2018-03-14 10:38:41
Monster Byte,MBI,69,0.0,0.068,0.3,0.15,2018-03-14 10:38:41
Veltor,VLT,13,0.12,0.0,0.3,0.15,2018-03-14 10:38:41
Techcoin,TECH,,0.45,0.048,0.3,0.15,2018-03-14 10:38:41
FinCoin,FNC,558,0.12,0.0,0.31,0.15,2018-03-14 10:38:41
Honey,HONEY,139,0.0,0.06,0.42,0.15,2018-03-14 10:38:41
Republic Protocol,REN,180764,0.0,0.22,0.46,0.15,2018-03-14 10:38:41
Filecoin [Futures],FIL,37854,0.0,0.37,0.32,0.15,2018-03-14 10:38:41
OFCOIN,OF,188221,0.17,0.05,0.28,0.15,2018-03-14 10:38:41
GraniteCoin,GRN,5,0.37,0.11,0.3,0.15,2018-03-14 10:38:41
Sugar Exchange,SGR,12374,0.0,0.083,0.25,0.15,2018-03-14 10:38:41
BlockShares,BKS,,0.44,0.049,0.3,0.15,2018-03-14 10:38:41
Bitparkcoin,BPC,150,0.0,0.061,0.27,0.15,2018-03-14 10:38:41
Version,V,13,0.0,0.062,0.22,0.15,2018-03-14 10:38:41
Etheriya,RIYA,403,0.0,0.056,0.27,0.15,2018-03-14 10:38:41
Kayicoin,KAYI,1043,0.0,0.093,0.28,0.15,2018-03-14 10:38:41
Interzone,ITZ,3,0.37,0.13,0.27,0.15,2018-03-14 10:38:41
Scry.info,DDD,106015,0.18,0.081,0.27,0.15,2018-03-14 10:38:41
VectorAI,VEC2,267,0.12,0.0,0.34,0.15,2018-03-14 10:38:41
Cannation,CNNC,1992,0.12,0.0,0.27,0.15,2018-03-14 10:38:41
Crevacoin,CREVA,241,0.14,0.03,0.31,0.15,2018-03-14 10:38:41
Tigereum,TIG,6391,0.0,0.067,0.28,0.15,2018-03-14 10:38:41
Ace,ACE,,0.17,0.27,0.4,0.15,2018-03-14 10:38:41
ExchangeN,EXN,35,0.0,0.079,0.45,0.15,2018-03-14 10:38:41
LightChain,LIGHT,290718,0.14,0.08,0.27,0.15,2018-03-14 10:38:41
OsmiumCoin,OS76,0,0.13,0.19,0.31,0.15,2018-03-14 10:38:41
HiCoin,XHI,32306,0.0,0.0,0.31,0.15,2018-03-14 10:38:41
AltCommunity Coin,ALTCOM,482,0.13,0.0,0.29,0.15,2018-03-14 10:38:41
8Bit,8BIT,569,0.0,0.083,0.26,0.15,2018-03-14 10:38:41
Trident Group,TRDT,27136,0.0,0.075,0.36,0.15,2018-03-14 10:38:41
BTSR,BTSR,0,0.0,0.067,0.31,0.15,2018-03-14 10:38:41
Cinni,CINNI,,0.29,0.18,0.31,0.15,2018-03-14 10:38:41
Electronic PK Chain,EPC,10394800,0.0,0.0,0.41,0.15,2018-03-14 10:38:41
Blockchain Index,BLX,18,0.0,0.46,0.32,0.15,2018-03-14 10:38:41
Coimatic 3.0,CTIC3,193,0.12,0.055,0.27,0.15,2018-03-14 10:38:41
United Traders Token,UTT,1817,0.28,0.14,0.41,0.15,2018-03-14 10:38:41
GOLD Reward Token,GRX,3662,0.14,0.26,0.43,0.15,2018-03-14 10:38:41
CoExistCoin,COXST,183,0.0,0.1,0.28,0.15,2018-03-14 10:38:41
Ulatech,ULA,6071,0.14,0.028,0.29,0.15,2018-03-14 10:38:41
Universe,UNI,57,0.0,0.0,0.33,0.15,2018-03-14 10:38:41
Coinonat,CXT,636,0.0,0.11,0.27,0.14,2018-03-14 10:38:41
CryptoEscudo,CESC,66,0.0,0.11,0.28,0.14,2018-03-14 10:38:41
Smileycoin,SMLY,1245,0.0,0.0,0.31,0.14,2018-03-14 10:38:41
Wild Beast Block,WBB,4,0.0,0.061,0.45,0.14,2018-03-14 10:38:41
Lightning Bitcoin,LBTC,3353150,0.0,0.076,0.33,0.14,2018-03-14 10:38:41
Acute Angle Cloud,AAC,186102,0.0,0.16,0.35,0.14,2018-03-14 10:38:41
Destiny,DES,3,0.0,0.052,0.47,0.14,2018-03-14 10:38:41
Horizon,HZ,,0.34,0.076,0.39,0.14,2018-03-14 10:38:41
LibertyCoin,XLB,,0.26,0.16,0.37,0.14,2018-03-14 10:38:41
Ripto Bux,RBX,0,0.0,0.12,0.27,0.14,2018-03-14 10:38:41
HellasCoin,HLC,1592770,0.12,0.0,0.31,0.14,2018-03-14 10:38:41
Yellow Token,YEL,0,0.0,0.067,0.35,0.14,2018-03-14 10:38:41
Global Tour Coin,GTC,1782,0.0,0.027,0.36,0.14,2018-03-14 10:38:41
Shadow Token,SHDW,208,0.0,0.052,0.29,0.14,2018-03-14 10:38:41
Kzcash,KZC,147587,0.15,0.11,0.28,0.14,2018-03-14 10:38:41
NEVERDIE,NDC,365,0.0,0.047,0.27,0.14,2018-03-14 10:38:41
Infinitecoin,IFC,0,0.13,0.31,0.3,0.14,2018-03-14 10:38:41
Sovereign Hero,HERO,429,0.0,0.0,0.32,0.14,2018-03-14 10:38:41
Royalties,XRY,641,0.31,0.075,0.41,0.14,2018-03-14 10:38:41
Bitz,BITZ,1,0.0,0.0,0.35,0.14,2018-03-14 10:38:41
PeerGuess,GUESS,0,0.0,0.067,0.27,0.14,2018-03-14 10:38:41
Peepcoin,PCN,4672,0.0,0.048,0.31,0.14,2018-03-14 10:38:41
DIMCOIN,DIM,11435,0.13,0.28,0.29,0.14,2018-03-14 10:38:41
Molecular Future,MOF,636152,0.0,0.068,0.3,0.14,2018-03-14 10:38:41
ZCash Gold,ZCG,1791,0.0,0.059,0.29,0.14,2018-03-14 10:38:41
Mixin,XIN,38004,0.16,0.13,0.31,0.14,2018-03-14 10:38:41
Neurotoken,NTK,69213,0.0,0.28,0.35,0.14,2018-03-14 10:38:41
Vulcano,VULC,2,0.15,0.26,0.33,0.14,2018-03-14 10:38:41
ARCHcoin,ARCH,,0.35,0.067,0.31,0.14,2018-03-14 10:38:41
WexCoin,WEX,0,0.13,0.0,0.3,0.14,2018-03-14 10:38:41
Bit20,BTWTY,61,0.0,0.0,0.29,0.13,2018-03-14 10:38:41
Corethum,CRTM,1,0.0,0.1,0.28,0.13,2018-03-14 10:38:41
Animecoin,ANI,15398,0.15,0.21,0.31,0.13,2018-03-14 10:38:41
SuperNET,UNITY,,0.4,0.0,0.32,0.13,2018-03-14 10:38:41
bitSilver,BITSILVER,1,0.0,0.0,0.29,0.13,2018-03-14 10:38:41
eREAL,EREAL,3,0.0,0.066,0.39,0.13,2018-03-14 10:38:41
Bitcoin Red,BTCRED,2533,0.0,0.0,0.29,0.13,2018-03-14 10:38:41
FuturXe,FXE,581,0.0,0.05,0.44,0.13,2018-03-14 10:38:41
Argus,ARGUS,47,0.0,0.056,0.39,0.13,2018-03-14 10:38:41
Digital Money Bits,DMB,4141,0.13,0.03,0.33,0.13,2018-03-14 10:38:41
Monocle,MON,,0.26,0.12,0.35,0.13,2018-03-14 10:38:41
Kcash,KCASH,198990,0.0,0.1,0.43,0.13,2018-03-14 10:38:41
bitBTC,BITBTC,1701,0.0,0.0,0.27,0.13,2018-03-14 10:38:41
Razor,RZR,,0.27,0.09,0.39,0.13,2018-03-14 10:38:41
BlockPay,BLOCKPAY,8,0.0,0.0,0.27,0.13,2018-03-14 10:38:41
Digital Rupees,DRS,152,0.0,0.028,0.32,0.13,2018-03-14 10:38:41
Sparks,SPK,81294,0.12,0.057,0.35,0.13,2018-03-14 10:38:41
MaryJane,MARYJ,,0.28,0.13,0.25,0.13,2018-03-14 10:38:41
Confido,CFD,236,0.0,0.0,0.27,0.13,2018-03-14 10:38:41
Yee,YEE,1084005,0.0,0.093,0.31,0.13,2018-03-14 10:38:41
Animation Vision Cash,AVH,305959,0.0,0.049,0.37,0.13,2018-03-14 10:38:41
FuzzBalls,FUZZ,50,0.0,0.034,0.28,0.13,2018-03-14 10:38:41
HalalChain,HLC,1592770,0.0,0.065,0.28,0.12,2018-03-14 10:38:41
Bitleu,BTL,,0.34,0.061,0.26,0.12,2018-03-14 10:38:41
Rasputin Online Coin,ROC,4,0.15,0.055,0.33,0.12,2018-03-14 10:38:41
BitCoal,COAL,5053,0.0,0.0,0.29,0.12,2018-03-14 10:38:41
Artex Coin,ATX,1227,0.0,0.0,0.33,0.12,2018-03-14 10:38:41
MktCoin,MLM,166000,0.15,0.0,0.31,0.12,2018-03-14 10:38:41
Casinocoin,CSC,5891,0.12,0.26,0.27,0.12,2018-03-14 10:38:41
Infinity Economics,XIN,234986,0.0,0.16,0.35,0.12,2018-03-14 10:38:41
AI Doctor,AIDOC,4031817,0.0,0.0,0.27,0.12,2018-03-14 10:38:41
MOAC,MOAC,266920,0.14,0.022,0.29,0.12,2018-03-14 10:38:41
Wankcoin,WKC,,0.23,0.16,0.26,0.12,2018-03-14 10:38:41
Titanium Blockchain,BAR,82692,0.057,0.16,0.32,0.12,2018-03-14 10:38:41
Rawcoin,XRC,242,0.0,0.047,0.31,0.12,2018-03-14 10:38:41
Cannabis Industry Coin,XCI,,0.28,0.06,0.39,0.12,2018-03-14 10:38:41
BlockCDN,BCDN,64062,0.13,0.13,0.27,0.12,2018-03-14 10:38:41
Tychocoin,TYCHO,1342,0.0,0.046,0.31,0.12,2018-03-14 10:38:41
DAS,DAS,1401,0.12,0.23,0.32,0.12,2018-03-14 10:38:41
ZetaMicron,ZMC,244,0.0,0.0,0.29,0.12,2018-03-14 10:38:41
SonicScrewdriver,SSD,,0.3,0.053,0.32,0.12,2018-03-14 10:38:41
Dogeparty,XDP,,0.3,0.062,0.3,0.12,2018-03-14 10:38:41
DavorCoin,DAV,2873,0.16,0.17,0.35,0.12,2018-03-14 10:38:41
Fortuna,FOTA,139284,0.0,0.12,0.32,0.12,2018-03-14 10:38:41
BitcoinX [Futures],BCX,620973,0.0,0.075,0.47,0.12,2018-03-14 10:38:41
InvestDigital,IDT,255435,0.14,0.0,0.31,0.12,2018-03-14 10:38:41
Veros,VRS,714,0.0,0.0,0.39,0.12,2018-03-14 10:38:41
Bitcoin Lightning,BLT,95214,0.27,0.06,0.36,0.12,2018-03-14 10:38:41
Quantum,QAU,,0.0,0.32,0.39,0.12,2018-03-14 10:38:41
Ybcoin,YBC,,0.36,0.0,0.28,0.12,2018-03-14 10:38:41
Show,SHOW,306648,0.0,0.058,0.37,0.12,2018-03-14 10:38:41
Flappycoin,FLAP,141,0.15,0.19,0.29,0.12,2018-03-14 10:38:41
Xiaomicoin,MI,,0.28,0.057,0.31,0.12,2018-03-14 10:38:41
FairGame,FAIR,643415,0.0,0.078,0.31,0.11,2018-03-14 10:38:41
Coimatic 2.0,CTIC2,295,0.12,0.0,0.096,0.11,2018-03-14 10:38:41
LevoPlus,LVPS,115,0.0,0.062,0.29,0.11,2018-03-14 10:38:41
W3Coin,W3C,482028,0.0,0.054,0.29,0.11,2018-03-14 10:38:41
NeuroDAO,NDAO,1,0.0,0.031,0.29,0.11,2018-03-14 10:38:41
Dibcoin,DIBC,4452,0.13,0.0,0.28,0.11,2018-03-14 10:38:41
TopChain,TOPC,2573983,0.0,0.0,0.28,0.11,2018-03-14 10:38:41
ChatCoin,CHAT,2064723,0.0,0.0,0.28,0.11,2018-03-14 10:38:41
Sync,SYNC,0,0.15,0.18,0.28,0.11,2018-03-14 10:38:41
RealChain,RCT,314607,0.0,0.083,0.28,0.11,2018-03-14 10:38:41
Landcoin,LDCN,312,0.32,0.0,0.31,0.11,2018-03-14 10:38:41
Crypto Improvement Fund,CIF,482,0.12,0.16,0.37,0.11,2018-03-14 10:38:41
UnlimitedIP,UIP,28900,0.12,0.035,0.36,0.11,2018-03-14 10:38:41
COMSA,CMS,6,0.0,0.29,0.33,0.11,2018-03-14 10:38:41
PlexCoin ,PLX,29,0.0,0.3,0.31,0.11,2018-03-14 10:38:41
PRCoin,PRC,11510,0.0,0.0,0.31,0.11,2018-03-14 10:38:41
Sphre AIR,XID,87856,0.0,0.18,0.27,0.11,2018-03-14 10:38:41
Marinecoin,MTC,,0.12,0.2,0.26,0.11,2018-03-14 10:38:41
CFun,CFUN,124229,0.0,0.12,0.29,0.11,2018-03-14 10:38:41
Numus,NMS,81655,0.11,0.052,0.32,0.11,2018-03-14 10:38:41
Sakuracoin,SKR,135,0.23,0.04,0.35,0.11,2018-03-14 10:38:41
Sandcoin,SND,87,0.14,0.15,0.3,0.1,2018-03-14 10:38:41
Tristar Coin,TSTR,140,0.0,0.03,0.37,0.1,2018-03-14 10:38:41
Dirac,XDQ,,0.31,0.0,0.28,0.1,2018-03-14 10:38:41
Librexcoin,LXC,,0.3,0.0,0.3,0.1,2018-03-14 10:38:41
BigONE Token,BIG,100241,0.0,0.12,0.28,0.1,2018-03-14 10:38:41
WaykiChain,WIC,,0.14,0.14,0.32,0.1,2018-03-14 10:38:41
Fitcoin,FIT,,0.12,0.17,0.31,0.1,2018-03-14 10:38:41
Bitcoin Atom [Futures],BCA,10917,0.14,0.12,0.36,0.1,2018-03-14 10:38:41
Musiconomi,MCI,110,0.0,0.3,0.27,0.1,2018-03-14 10:38:41
Caliphcoin,CALC,176,0.0,0.0,0.31,0.1,2018-03-14 10:38:41
Monero Gold,XMRG,185650,0.0,0.081,0.35,0.1,2018-03-14 10:38:41
SISA,SISA,263,0.14,0.12,0.32,0.1,2018-03-14 10:38:41
Qibuck,QBK,,0.13,0.15,0.3,0.1,2018-03-14 10:38:41
Macro,MCR,1861,0.12,0.11,0.41,0.1,2018-03-14 10:38:41
BitSerial,BTE,377,0.13,0.14,0.3,0.099,2018-03-14 10:38:41
CCMiner,CCM100,14,0.0,0.0,0.3,0.099,2018-03-14 10:38:41
VPNCoin,VPN,,0.21,0.062,0.31,0.099,2018-03-14 10:38:41
Ucoin,U,,0.13,0.12,0.34,0.097,2018-03-14 10:38:41
ClearPoll,POLL,,0.0,0.28,0.27,0.097,2018-03-14 10:38:41
ZenGold,ZENGOLD,1234,0.0,0.19,0.29,0.097,2018-03-14 10:38:41
Node,NODE,,0.12,0.14,0.31,0.097,2018-03-14 10:38:41
HarmonyCoin,HMC,7487,0.0,0.0,0.32,0.096,2018-03-14 10:38:41
NamoCoin,NAMO,195,0.14,0.087,0.38,0.096,2018-03-14 10:38:41
EDRCoin,EDRC,373,0.16,0.092,0.32,0.096,2018-03-14 10:38:41
Vootcoin,VOOT,,0.13,0.13,0.3,0.096,2018-03-14 10:38:41
Luckycoin,LKY,,0.13,0.14,0.29,0.095,2018-03-14 10:38:41
EncryptoTel [ETH],ETT,65,0.0,0.27,0.27,0.095,2018-03-14 10:38:41
Mineralscoin,MIN,,0.12,0.15,0.28,0.095,2018-03-14 10:38:41
Guarany,GUA,,0.14,0.12,0.31,0.095,2018-03-14 10:38:41
IPChain,IPC,15954,0.12,0.0,0.27,0.094,2018-03-14 10:38:41
EA Coin,EAG,51395,0.12,0.0,0.3,0.093,2018-03-14 10:38:41
Content and AD Network,CAN,97383,0.0,0.0,0.37,0.093,2018-03-14 10:38:41
Cash Poker Pro,CASH,162,0.15,0.11,0.28,0.093,2018-03-14 10:38:41
WETH,WETH,168610,0.0,0.0,0.43,0.093,2018-03-14 10:38:41
Moneta,MONETA,29,0.14,0.046,0.44,0.092,2018-03-14 10:38:41
ACChain,ACC,10001,0.17,0.067,0.3,0.092,2018-03-14 10:38:41
BitcoinUltra,BTCU,,0.12,0.12,0.31,0.092,2018-03-14 10:38:41
Gladius Token,GLA,1220160,0.0,0.0,0.29,0.091,2018-03-14 10:38:41
PressOne,PRS,201068,0.0,0.0,0.28,0.091,2018-03-14 10:38:41
Gems,GEMZ,,0.0,0.21,0.39,0.091,2018-03-14 10:38:41
iEthereum,IETH,,0.12,0.069,0.43,0.091,2018-03-14 10:38:41
Read,READ,83858,0.0,0.034,0.47,0.09,2018-03-14 10:38:41
Compcoin,CMP,152,0.0,0.24,0.28,0.09,2018-03-14 10:38:41
MantraCoin,MNC,4,0.12,0.0,0.29,0.09,2018-03-14 10:38:41
StrikeBitClub,SBC,,0.13,0.11,0.29,0.09,2018-03-14 10:38:41
GlowShares,GSX,,0.13,0.11,0.3,0.09,2018-03-14 10:38:41
ATC Coin,ATCC,46,0.14,0.057,0.39,0.09,2018-03-14 10:38:41
APEXcoin,APEX,,0.14,0.1,0.31,0.089,2018-03-14 10:38:41
Cerium,XCE,,0.12,0.051,0.46,0.089,2018-03-14 10:38:41
Runners,RUNNERS,98,0.12,0.048,0.45,0.089,2018-03-14 10:38:41
India Coin,INDIA,76,0.089,0.1,0.38,0.089,2018-03-14 10:38:41
CryptopiaFeeShares,CEFS,1617,0.0,0.19,0.4,0.088,2018-03-14 10:38:41
Magnetcoin,MAGN,502,0.13,0.051,0.33,0.088,2018-03-14 10:38:41
