name,symbol,liquidity,dev_score,community_score,public_interest_score,total_score,report_date
Bitcoin,BTC,3585989391,0.98,0.9,0.44,0.91,2018-03-14 10:38:41
Ethereum,ETH,929916594,0.94,0.75,0.41,0.84,2018-03-14 10:38:41
Ripple,XRP,282075000,0.83,0.71,0.38,0.78,2018-03-14 10:38:41
Litecoin,LTC,421911636,0.77,0.68,0.4,0.75,2018-03-14 10:38:41
Monero,XMR,70881758,0.9,0.67,0.42,0.75,2018-03-14 10:38:41
EOS,EOS,210988355,0.88,0.6,0.39,0.74,2018-03-14 10:38:41
NEO,NEO,111466592,0.81,0.71,0.37,0.74,2018-03-14 10:38:41
Stellar,XLM,30951707,0.86,0.62,0.44,0.71,2018-03-14 10:38:41
Cardano,ADA,129661471,0.87,0.57,0.34,0.71,2018-03-14 10:38:41
Bitcoin Cash,BCH,386956251,0.7,0.55,0.41,0.7,2018-03-14 10:38:41
Dash,DASH,79847684,0.85,0.54,0.4,0.7,2018-03-14 10:38:41
Ethereum Classic,ETC,189354139,0.81,0.51,0.42,0.7,2018-03-14 10:38:41
Tron,TRX,186187722,0.79,0.57,0.32,0.7,2018-03-14 10:38:41
Qtum,QTUM,105993000,0.84,0.49,0.35,0.68,2018-03-14 10:38:41
Nano,NANO,46022252,0.8,0.59,0.3,0.68,2018-03-14 10:38:41
Zcash,ZEC,45768200,0.88,0.48,0.41,0.68,2018-03-14 10:38:41
Dogecoin,DOGE,4435175,0.84,0.68,0.37,0.67,2018-03-14 10:38:41
Lisk,LSK,14898725,0.87,0.54,0.37,0.67,2018-03-14 10:38:41
Gas,GAS,3021864,0.81,0.71,0.35,0.66,2018-03-14 10:38:41
IOTA,IOT,20089206,0.63,0.62,0.45,0.65,2018-03-14 10:38:41
Waves,WAVES,22753400,0.83,0.5,0.44,0.65,2018-03-14 10:38:41
Verge,XVG,8622479,0.8,0.56,0.37,0.64,2018-03-14 10:38:41
Siacoin,SC,5340113,0.88,0.53,0.33,0.64,2018-03-14 10:38:41
Golem,GNT,6297900,0.86,0.5,0.4,0.63,2018-03-14 10:38:41
Status,SNT,17516410,0.87,0.45,0.4,0.63,2018-03-14 10:38:41
NEM,XEM,157149559,0.61,0.52,0.37,0.63,2018-03-14 10:38:41
Steem Dollars,SBD,6352224,0.87,0.5,0.49,0.61,2018-03-14 10:38:41
Augur,REP,3821820,0.83,0.47,0.38,0.61,2018-03-14 10:38:41
BitShares,BTS,2852245,0.84,0.45,0.34,0.6,2018-03-14 10:38:41
0x,ZRX,6026911,0.8,0.47,0.3,0.6,2018-03-14 10:38:41
Nebulas,NAS,8709894,0.79,0.42,0.35,0.59,2018-03-14 10:38:41
Enigma,ENG,6296968,0.81,0.46,0.32,0.59,2018-03-14 10:38:41
Digibyte,DGB,2457594,0.82,0.44,0.32,0.59,2018-03-14 10:38:41
PIVX,PIVX,1433321,0.81,0.47,0.37,0.58,2018-03-14 10:38:41
Decred,DCR,762331,0.82,0.45,0.38,0.58,2018-03-14 10:38:41
ICON,ICX,48358321,0.47,0.53,0.44,0.58,2018-03-14 10:38:41
Bytom,BTM,6544010,0.79,0.36,0.31,0.58,2018-03-14 10:38:41
Factom,FCT,1550297,0.78,0.46,0.38,0.58,2018-03-14 10:38:41
Aeternity,AE,2071858,0.83,0.4,0.28,0.57,2018-03-14 10:38:41
Raiden Network Token,RDN,9014469,0.84,0.36,0.34,0.57,2018-03-14 10:38:41
ZCoin,XZC,1000080,0.81,0.43,0.35,0.57,2018-03-14 10:38:41
Storj,STORJ,7893932,0.7,0.47,0.29,0.57,2018-03-14 10:38:41
OmiseGo,OMG,27043100,0.51,0.47,0.34,0.57,2018-03-14 10:38:41
Stratis,STRAT,5942769,0.62,0.48,0.37,0.57,2018-03-14 10:38:41
Zilliqa,ZIL,13440784,0.72,0.35,0.27,0.56,2018-03-14 10:38:41
Steem,STEEM,14273003,0.87,0.18,0.48,0.56,2018-03-14 10:38:41
Komodo,KMD,1530030,0.7,0.47,0.36,0.56,2018-03-14 10:38:41
VeChain,VEN,65853169,0.32,0.59,0.33,0.56,2018-03-14 10:38:41
Vertcoin,VTC,1251682,0.71,0.53,0.33,0.56,2018-03-14 10:38:41
Reddcoin,RDD,5656520,0.61,0.54,0.33,0.56,2018-03-14 10:38:41
Nexus,NXS,2204738,0.75,0.35,0.4,0.56,2018-03-14 10:38:41
Zclassic,ZCL,1974520,0.78,0.36,0.35,0.56,2018-03-14 10:38:41
LBRY Credits,LBC,1745651,0.84,0.41,0.34,0.56,2018-03-14 10:38:41
Binance Coin,BNB,210357499,0.12,0.54,0.86,0.55,2018-03-14 10:38:41
Bitcoin Gold,BTG,11520628,0.8,0.17,0.36,0.55,2018-03-14 10:38:41
Bancor Network Token,BNT,3704890,0.73,0.4,0.3,0.55,2018-03-14 10:38:41
Kyber Network,KNC,7018427,0.73,0.34,0.35,0.55,2018-03-14 10:38:41
Syscoin,SYS,1756136,0.69,0.44,0.34,0.55,2018-03-14 10:38:41
NAV Coin,NAV,704719,0.72,0.44,0.36,0.55,2018-03-14 10:38:41
NXT,NXT,3550010,0.6,0.47,0.37,0.54,2018-03-14 10:38:41
Bytecoin,BCN,4796203,0.58,0.46,0.34,0.54,2018-03-14 10:38:41
MaidSafeCoin,MAID,1464780,0.71,0.43,0.3,0.54,2018-03-14 10:38:41
Neblio,NEBL,2050929,0.71,0.39,0.28,0.54,2018-03-14 10:38:41
Burst,BURST,662673,0.78,0.41,0.33,0.54,2018-03-14 10:38:41
Simple Token,OST,2240878,0.71,0.39,0.41,0.54,2018-03-14 10:38:41
SONM,SNM,970546,0.74,0.43,0.29,0.54,2018-03-14 10:38:41
Electroneum,ETN,3077872,0.51,0.58,0.33,0.54,2018-03-14 10:38:41
Feathercoin,FTC,1188145,0.78,0.4,0.33,0.54,2018-03-14 10:38:41
Ark,ARK,2753870,0.56,0.5,0.37,0.54,2018-03-14 10:38:41
ETHLend,LEND,4299437,0.66,0.46,0.28,0.54,2018-03-14 10:38:41
iExec RLC,RLC,1851554,0.63,0.41,0.27,0.53,2018-03-14 10:38:41
Aragon,ANT,424022,0.79,0.35,0.34,0.53,2018-03-14 10:38:41
Blocknet,BLOCK,213860,0.79,0.38,0.32,0.53,2018-03-14 10:38:41
Byteball Bytes,GBYTE,893614,0.68,0.4,0.32,0.53,2018-03-14 10:38:41
Polymath Network,POLY,374887,0.71,0.41,0.29,0.53,2018-03-14 10:38:41
ZenCash,ZEN,1136511,0.71,0.42,0.29,0.53,2018-03-14 10:38:41
Peercoin,PPC,733438,0.75,0.41,0.34,0.52,2018-03-14 10:38:41
Chronobank,TIME,2180410,0.75,0.35,0.27,0.52,2018-03-14 10:38:41
RChain,RHOC,274407,0.79,0.33,0.3,0.52,2018-03-14 10:38:41
Metaverse ETP,ETP,745648,0.73,0.4,0.29,0.52,2018-03-14 10:38:41
Nimiq,NET,209439,0.83,0.33,0.47,0.52,2018-03-14 10:38:41
Viacoin,VIA,2610141,0.56,0.36,0.34,0.52,2018-03-14 10:38:41
Quantum Resistant Ledger,QRL,542107,0.79,0.36,0.29,0.52,2018-03-14 10:38:41
aelf,ELF,22798411,0.76,0.098,0.38,0.51,2018-03-14 10:38:41
Melon,MLN,279007,0.79,0.34,0.36,0.51,2018-03-14 10:38:41
AppCoins,APPC,2250454,0.59,0.41,0.32,0.51,2018-03-14 10:38:41
NuBits,USNBT,26358500,0.59,0.33,0.31,0.51,2018-03-14 10:38:41
Request Network,REQ,1887114,0.43,0.5,0.44,0.51,2018-03-14 10:38:41
MonaCoin,MONA,1309050,0.61,0.37,0.3,0.51,2018-03-14 10:38:41
DeepOnion,ONION,101324,0.78,0.46,0.3,0.51,2018-03-14 10:38:41
Gnosis,GNO,440986,0.64,0.41,0.37,0.51,2018-03-14 10:38:41
Gridcoin,GRC,18909,0.81,0.4,0.35,0.5,2018-03-14 10:38:41
Dragonchain,DRGN,908232,0.62,0.35,0.3,0.5,2018-03-14 10:38:41
VeriCoin,VRC,345380,0.67,0.4,0.33,0.5,2018-03-14 10:38:41
Bread,BRD,1188185,0.59,0.37,0.36,0.5,2018-03-14 10:38:41
SmartCash,SMART,143324,0.71,0.42,0.29,0.5,2018-03-14 10:38:41
Counterparty,XCP,709714,0.67,0.37,0.33,0.49,2018-03-14 10:38:41
Decentraland,MANA,10375767,0.44,0.43,0.28,0.49,2018-03-14 10:38:41
Achain,ACT,2463251,0.71,0.17,0.37,0.49,2018-03-14 10:38:41
AdEx,ADX,9131670,0.44,0.41,0.29,0.49,2018-03-14 10:38:41
district0x,DNT,731035,0.58,0.42,0.28,0.49,2018-03-14 10:38:41
Particl,PART,855714,0.64,0.34,0.29,0.48,2018-03-14 10:38:41
BlockMason Credit Protocol,BCPT,5262007,0.46,0.35,0.39,0.48,2018-03-14 10:38:41
Storm,STORM,18163109,0.38,0.41,0.38,0.48,2018-03-14 10:38:41
Namecoin,NMC,64848,0.75,0.39,0.34,0.48,2018-03-14 10:38:41
Omni (Mastercoin),OMNI,171749,0.68,0.33,0.28,0.48,2018-03-14 10:38:41
Basic Attention Token,BAT,4409377,0.37,0.43,0.35,0.48,2018-03-14 10:38:41
ION,ION,745016,0.54,0.3,0.43,0.48,2018-03-14 10:38:41
Ink,INK,4913087,0.65,0.23,0.25,0.48,2018-03-14 10:38:41
Po.et,POE,4364903,0.55,0.31,0.4,0.48,2018-03-14 10:38:41
Swarm City,SWT,211205,0.72,0.35,0.32,0.48,2018-03-14 10:38:41
Enjin Coin,ENJ,2560166,0.39,0.44,0.37,0.48,2018-03-14 10:38:41
Quantstamp,QSP,4206147,0.34,0.48,0.33,0.47,2018-03-14 10:38:41
Crown,CRW,45818,0.69,0.33,0.47,0.47,2018-03-14 10:38:41
Sirin Labs Token,SRN,15383748,0.34,0.39,0.29,0.47,2018-03-14 10:38:41
Skycoin,SKY,504097,0.81,0.08,0.33,0.46,2018-03-14 10:38:41
LUXCoin,LUX,134837,0.73,0.31,0.31,0.46,2018-03-14 10:38:41
OKCash,OK,540776,0.52,0.42,0.33,0.46,2018-03-14 10:38:41
Loopring,LRC,2860144,0.41,0.32,0.32,0.46,2018-03-14 10:38:41
ECC,ECC,17314,0.7,0.32,0.47,0.46,2018-03-14 10:38:41
BitBay,BAY,332619,0.56,0.35,0.33,0.45,2018-03-14 10:38:41
Substratum,SUB,17371908,0.17,0.52,0.28,0.45,2018-03-14 10:38:41
Shift,SHIFT,434725,0.51,0.35,0.43,0.45,2018-03-14 10:38:41
SingularDTV,SNGLS,652679,0.44,0.39,0.29,0.45,2018-03-14 10:38:41
Cobinhood,COB,182833,0.47,0.42,0.42,0.45,2018-03-14 10:38:41
Ripio Credit Network,RCN,4983097,0.39,0.37,0.27,0.45,2018-03-14 10:38:41
Lamden,TAU, 154526,0.6,0.37,0.28,0.45,2018-03-14 10:38:41
Einsteinium,EMC2,43191710,0.28,0.43,0.32,0.45,2018-03-14 10:38:41
Mintcoin,MINT,102724,0.65,0.38,0.29,0.45,2018-03-14 10:38:41
CoinFi,COFI,103242,0.6,0.38,0.42,0.45,2018-03-14 10:38:41
Lunyr,LUN,1211143,0.4,0.4,0.28,0.45,2018-03-14 10:38:41
GXShares,GXS,4822201,0.61,0.081,0.31,0.45,2018-03-14 10:38:41
Bloom,BLT,796968,0.47,0.34,0.35,0.45,2018-03-14 10:38:41
BlackCoin,BLK,258498,0.44,0.43,0.37,0.44,2018-03-14 10:38:41
WeTrust,TRST,276739,0.57,0.37,0.3,0.44,2018-03-14 10:38:41
HTMLCOIN,HTML,166246,0.61,0.34,0.29,0.44,2018-03-14 10:38:41
Hive,HVN,74063,0.61,0.35,0.34,0.44,2018-03-14 10:38:41
Synereo,AMP,3128462,0.39,0.37,0.29,0.44,2018-03-14 10:38:41
Aeon,AEON,79206,0.63,0.34,0.31,0.44,2018-03-14 10:38:41
Bismuth,BIS,25502,0.79,0.24,0.37,0.44,2018-03-14 10:38:41
Garlicoin,GRLC,9051,0.67,0.53,0.33,0.44,2018-03-14 10:38:41
DADI,DADI,874882,0.43,0.38,0.38,0.44,2018-03-14 10:38:41
Amber,AMB,714206,0.35,0.4,0.35,0.44,2018-03-14 10:38:41
INS Ecosystem,INS,9408830,0.29,0.38,0.28,0.44,2018-03-14 10:38:41
Nuls,NULS,5316965,0.54,0.084,0.36,0.43,2018-03-14 10:38:41
Kin,KIN,334401,0.4,0.41,0.34,0.43,2018-03-14 10:38:41
SIBCoin,SIB,138173,0.57,0.26,0.33,0.43,2018-03-14 10:38:41
Groestlcoin,GRS,2032422,0.42,0.4,0.3,0.43,2018-03-14 10:38:41
Genesis Vision,GVT,14312600,0.15,0.43,0.32,0.43,2018-03-14 10:38:41
Sumokoin,SUMO,20596,0.68,0.36,0.33,0.43,2018-03-14 10:38:41
STK,STK,2043791,0.41,0.29,0.38,0.43,2018-03-14 10:38:41
Myriadcoin,XMY,50570,0.57,0.4,0.29,0.43,2018-03-14 10:38:41
Bitcore,BTX,1742411,0.54,0.14,0.35,0.43,2018-03-14 10:38:41
BitClave,CAT,1427849,0.49,0.29,0.28,0.43,2018-03-14 10:38:41
SingularityNET,AGI,444560,0.53,0.24,0.28,0.43,2018-03-14 10:38:41
Aion,AION,2551353,0.2,0.42,0.38,0.43,2018-03-14 10:38:41
WePower,WPR,3477975,0.48,0.17,0.31,0.43,2018-03-14 10:38:41
Bluzelle,BLZ,3558030,0.55,0.09,0.3,0.43,2018-03-14 10:38:41
Pascalcoin,PASC,37478,0.62,0.34,0.31,0.43,2018-03-14 10:38:41
Neumark,NEU,104564,0.62,0.3,0.29,0.43,2018-03-14 10:38:41
Waltonchain,WTC,7053605,0.0,0.49,0.38,0.43,2018-03-14 10:38:41
eBitcoin,EBTC,121280,0.59,0.35,0.29,0.43,2018-03-14 10:38:41
Oyster Pearl,PRL,444261,0.64,0.082,0.34,0.42,2018-03-14 10:38:41
BLOCKv,VEE,896425,0.33,0.34,0.44,0.42,2018-03-14 10:38:41
Theta Token,THETA,8000739,0.17,0.39,0.27,0.42,2018-03-14 10:38:41
Expanse,EXP,224482,0.42,0.39,0.36,0.42,2018-03-14 10:38:41
Asch,XAS,1494800,0.68,0.0,0.33,0.42,2018-03-14 10:38:41
Cindicator,CND,1668544,0.22,0.44,0.28,0.42,2018-03-14 10:38:41
Tether,USDT,1889320000,0.0,0.088,0.4,0.42,2018-03-14 10:38:41
Mysterium,MYST,855590,0.74,0.083,0.3,0.42,2018-03-14 10:38:41
Trinity Network Credit,TNC,2067046,0.55,0.083,0.4,0.42,2018-03-14 10:38:41
AirSwap,AST,9015481,0.2,0.42,0.32,0.42,2018-03-14 10:38:41
Agrello,DLT,1235349,0.31,0.38,0.27,0.42,2018-03-14 10:38:41
Clams,CLAM,184403,0.6,0.26,0.29,0.42,2018-03-14 10:38:41
Denarius,DNR,28241,0.72,0.23,0.36,0.42,2018-03-14 10:38:41
Hempcoin,THC,110407,0.48,0.36,0.34,0.42,2018-03-14 10:38:41
Humaniq,HMQ,749399,0.43,0.33,0.28,0.42,2018-03-14 10:38:41
XtraBYtes,XBY,140871,0.42,0.41,0.28,0.41,2018-03-14 10:38:41
Zoin,ZOI,58448,0.65,0.27,0.22,0.41,2018-03-14 10:38:41
NuShares,NSR,17,0.59,0.33,0.28,0.41,2018-03-14 10:38:41
Dynamic,DYN,194799,0.65,0.12,0.45,0.41,2018-03-14 10:38:41
Bean Cash,BITB,7858180,0.31,0.28,0.45,0.41,2018-03-14 10:38:41
Gulden,NLG,80320,0.46,0.35,0.36,0.41,2018-03-14 10:38:41
BANKEX,BKX,788836,0.36,0.34,0.27,0.41,2018-03-14 10:38:41
MinexCoin,MNX,156387,0.43,0.34,0.28,0.41,2018-03-14 10:38:41
Matchpool,GUP,4301083,0.3,0.34,0.28,0.41,2018-03-14 10:38:41
Primecoin,XPM,34948,0.51,0.36,0.35,0.41,2018-03-14 10:38:41
Aeron,ARN,1082818,0.33,0.36,0.28,0.41,2018-03-14 10:38:41
Santiment Network Token,SAN,4563298,0.45,0.08,0.29,0.41,2018-03-14 10:38:41
LATOKEN,LA,925388,0.39,0.35,0.32,0.41,2018-03-14 10:38:41
Time New Bank,TNB,6942207,0.16,0.33,0.47,0.41,2018-03-14 10:38:41
Monaco,MCO,30386563,0.0,0.47,0.28,0.4,2018-03-14 10:38:41
B3Coin,KB3,18853,0.62,0.34,0.32,0.4,2018-03-14 10:38:41
POA Network,POA,2356284,0.53,0.0,0.42,0.4,2018-03-14 10:38:41
adToken,ADT,619579,0.34,0.26,0.32,0.4,2018-03-14 10:38:41
Pirl,PIRL,60899,0.61,0.28,0.34,0.4,2018-03-14 10:38:41
Ardor,ARDR,10390829,0.084,0.45,0.27,0.4,2018-03-14 10:38:41
WAX,WAX,6850193,0.17,0.33,0.39,0.4,2018-03-14 10:38:41
Auroracoin,AUR,24970,0.43,0.34,0.35,0.4,2018-03-14 10:38:41
Musicoin,MUSIC,60262,0.67,0.15,0.33,0.4,2018-03-14 10:38:41
Potcoin,POT,489633,0.31,0.41,0.32,0.4,2018-03-14 10:38:41
Centra,CTR,6509230,0.14,0.4,0.38,0.4,2018-03-14 10:38:41
Diamond,DMD,23063,0.55,0.31,0.33,0.4,2018-03-14 10:38:41
Civic,CVC,8261305,0.0,0.45,0.35,0.4,2018-03-14 10:38:41
KickCoin,KICK,2217047,0.22,0.35,0.27,0.4,2018-03-14 10:38:41
Revain,R,4724481,0.19,0.33,0.3,0.4,2018-03-14 10:38:41
Bibox Token,BIX,3958770,0.17,0.35,0.31,0.39,2018-03-14 10:38:41
Golos,GOLOS,19260,0.76,0.11,0.33,0.39,2018-03-14 10:38:41
Curecoin,CURE,43999,0.51,0.34,0.32,0.39,2018-03-14 10:38:41
Bulwark,BWK,95902,0.51,0.3,0.34,0.39,2018-03-14 10:38:41
Whitecoin,XWC,24797,0.54,0.31,0.29,0.39,2018-03-14 10:38:41
Nucleus Vision,NCASH,178090512,0.34,0.5,0.42,0.39,2018-03-14 10:38:41
Viberate,VIB,5097938,0.13,0.37,0.39,0.39,2018-03-14 10:38:41
Memetic,MEME,241729,0.47,0.27,0.3,0.39,2018-03-14 10:38:41
CyberMiles,CMT,5196822,0.14,0.36,0.27,0.39,2018-03-14 10:38:41
Medibloc,MED,453309,0.17,0.38,0.27,0.39,2018-03-14 10:38:41
TenX,PAY,3804780,0.0,0.49,0.3,0.39,2018-03-14 10:38:41
First Blood,1ST,324551,0.38,0.16,0.4,0.39,2018-03-14 10:38:41
Transfercoin,TX,595591,0.48,0.069,0.34,0.39,2018-03-14 10:38:41
EmerCoin,EMC,622691,0.3,0.25,0.34,0.39,2018-03-14 10:38:41
Paragon,PRG,370413,0.18,0.5,0.33,0.39,2018-03-14 10:38:41
Bounty0x,BNTY,68125,0.46,0.35,0.28,0.38,2018-03-14 10:38:41
Iconomi,ICN,869740,0.0,0.46,0.3,0.38,2018-03-14 10:38:41
FLO,FLO,1001201,0.34,0.24,0.47,0.38,2018-03-14 10:38:41
Cloakcoin,CLOAK,553446,0.19,0.37,0.29,0.38,2018-03-14 10:38:41
carVertical,CV,92039,0.38,0.37,0.29,0.38,2018-03-14 10:38:41
Etherparty,FUEL,613327,0.31,0.28,0.29,0.38,2018-03-14 10:38:41
Unobtanium,UNO,6035,0.52,0.26,0.33,0.38,2018-03-14 10:38:41
GameCredits,GAME,958725,0.37,0.14,0.35,0.38,2018-03-14 10:38:41
Solaris,XLR,57108,0.48,0.26,0.42,0.38,2018-03-14 10:38:41
Vcash,XVC,2692719,0.41,0.18,0.31,0.38,2018-03-14 10:38:41
Crypto Bullion,CBX,1182,0.58,0.33,0.36,0.38,2018-03-14 10:38:41
Edgeless,EDG,720574,0.2,0.38,0.28,0.38,2018-03-14 10:38:41
HyperStake,HYP,2723,0.67,0.22,0.32,0.38,2018-03-14 10:38:41
SunContract,SNC,5157139,0.16,0.36,0.27,0.38,2018-03-14 10:38:41
QASH,QASH,3705385,0.0,0.42,0.28,0.38,2018-03-14 10:38:41
Rise,RISE,12821263,0.28,0.15,0.4,0.38,2018-03-14 10:38:41
Agoras,AGRS,1382450,0.27,0.25,0.37,0.38,2018-03-14 10:38:41
Zeepin,ZPT,309121,0.12,0.43,0.27,0.38,2018-03-14 10:38:41
Tierion,TNT,9634363,0.12,0.37,0.29,0.38,2018-03-14 10:38:41
Ignition,IC,30847,0.59,0.23,0.41,0.38,2018-03-14 10:38:41
Novacoin,NVC,23926,0.62,0.18,0.36,0.38,2018-03-14 10:38:41
UTRUST,UTK,1493724,0.14,0.4,0.31,0.38,2018-03-14 10:38:41
Modum,MOD,390580,0.18,0.35,0.46,0.38,2018-03-14 10:38:41
VeriumReserve,VRM,36313,0.44,0.39,0.27,0.38,2018-03-14 10:38:41
Linkeye,LET,2895710,0.0,0.45,0.36,0.38,2018-03-14 10:38:41
KuCoin Shares,KCS,740724,0.0,0.44,0.46,0.38,2018-03-14 10:38:41
DraftCoin,DFT,502995,0.41,0.27,0.3,0.37,2018-03-14 10:38:41
Genaro Network,GNX,2981650,0.17,0.29,0.27,0.37,2018-03-14 10:38:41
Ubiq,UBQ,283431,0.49,0.095,0.33,0.37,2018-03-14 10:38:41
OpenANX,OAX,595835,0.3,0.28,0.27,0.37,2018-03-14 10:38:41
Everex,EVX,2920005,0.14,0.38,0.27,0.37,2018-03-14 10:38:41
Jibrel Network,JNT,2040214,0.29,0.14,0.32,0.37,2018-03-14 10:38:41
Blackmoon Crypto,BMC,952272,0.18,0.36,0.37,0.37,2018-03-14 10:38:41
Telcoin,TEL,395034,0.17,0.4,0.3,0.37,2018-03-14 10:38:41
Cappasity,CAPP,150166,0.32,0.29,0.44,0.37,2018-03-14 10:38:41
ChainLink,LINK,4781532,0.3,0.082,0.34,0.37,2018-03-14 10:38:41
FunFair,FUN,1018860,0.0,0.42,0.38,0.37,2018-03-14 10:38:41
Tokenbox,TBX,45849,0.56,0.25,0.28,0.37,2018-03-14 10:38:41
Obsidian,ODN,12472,0.45,0.37,0.33,0.37,2018-03-14 10:38:41
Faircoin,FAIR,13301,0.44,0.31,0.32,0.37,2018-03-14 10:38:41
IntenseCoin,ITNS,3583,0.53,0.35,0.33,0.37,2018-03-14 10:38:41
Linda,LINDA,207158,0.61,0.083,0.33,0.37,2018-03-14 10:38:41
CannabisCoin,CANN,54353,0.36,0.35,0.28,0.37,2018-03-14 10:38:41
SwftCoin,SWFTC,5054033,0.15,0.27,0.28,0.37,2018-03-14 10:38:41
I/O Coin,IOC,29761,0.43,0.28,0.32,0.37,2018-03-14 10:38:41
Dentacoin,DCN,83622,0.16,0.42,0.31,0.37,2018-03-14 10:38:41
Monetha,MTH,381905,0.15,0.38,0.27,0.37,2018-03-14 10:38:41
Datum,DAT,1425809,0.13,0.36,0.33,0.37,2018-03-14 10:38:41
ColossusCoinXT,COLX,30565,0.38,0.36,0.31,0.37,2018-03-14 10:38:41
BitSend,BSD,145017,0.57,0.08,0.3,0.37,2018-03-14 10:38:41
Dent,DENT,433979,0.0,0.45,0.37,0.37,2018-03-14 10:38:41
SwissBorg,CHSB,450865,0.23,0.36,0.27,0.37,2018-03-14 10:38:41
Unbreakablecoin,UNB,523061,0.31,0.19,0.32,0.36,2018-03-14 10:38:41
DATA,DTA,4670830,0.096,0.25,0.41,0.36,2018-03-14 10:38:41
HShare,HSR,16810395,0.19,0.055,0.32,0.36,2018-03-14 10:38:41
Dovu,DOVU,768,0.77,0.082,0.27,0.36,2018-03-14 10:38:41
EchoLink,EKO,1087344,0.32,0.24,0.3,0.36,2018-03-14 10:38:41
Leverj,LEV,52393,0.16,0.28,0.32,0.36,2018-03-14 10:38:41
Red Pulse,RPX,1891700,0.073,0.35,0.3,0.36,2018-03-14 10:38:41
DecentBet,DBET,22583,0.37,0.33,0.27,0.36,2018-03-14 10:38:41
DAO.Casino,BET,17601,0.55,0.28,0.29,0.36,2018-03-14 10:38:41
Ignis,IGNIS,1990140,0.0,0.39,0.31,0.36,2018-03-14 10:38:41
Internet of People,IOP,365743,0.3,0.26,0.33,0.36,2018-03-14 10:38:41
OriginTrail,TRAC,445543,0.12,0.41,0.3,0.36,2018-03-14 10:38:41
Bitmark,BTM,64779,0.46,0.23,0.28,0.36,2018-03-14 10:38:41
MATRYX,MTX,2741890,0.14,0.28,0.41,0.36,2018-03-14 10:38:41
Blocktix,TIX,3406145,0.15,0.34,0.27,0.36,2018-03-14 10:38:41
Phore,PHR,39010,0.55,0.12,0.3,0.36,2018-03-14 10:38:41
EverGreenCoin,EGC,8141,0.5,0.28,0.31,0.36,2018-03-14 10:38:41
High Performance Blockchain,HPB,3775350,0.0,0.34,0.4,0.36,2018-03-14 10:38:41
Wings,WINGS,2574669,0.0,0.36,0.38,0.36,2018-03-14 10:38:41
Neutron,NTRN,10336,0.49,0.26,0.38,0.36,2018-03-14 10:38:41
Spectrecoin,XSPEC,22821,0.32,0.34,0.31,0.35,2018-03-14 10:38:41
Qlink,QLC,217952,0.14,0.4,0.3,0.35,2018-03-14 10:38:41
Pinkcoin,PC,33681,0.39,0.32,0.32,0.35,2018-03-14 10:38:41
Maker,MKR,523105,0.0,0.36,0.45,0.35,2018-03-14 10:38:41
SALT,SALT,4643783,0.12,0.16,0.41,0.35,2018-03-14 10:38:41
Verify,CRED,6204,0.37,0.35,0.47,0.35,2018-03-14 10:38:41
Moeda Loyalty Points,MDA,1455334,0.17,0.33,0.3,0.35,2018-03-14 10:38:41
SaluS,SLS,3865536,0.15,0.072,0.45,0.35,2018-03-14 10:38:41
Startcoin,START,137421,0.42,0.28,0.32,0.35,2018-03-14 10:38:41
Karbo,KRB,19625,0.55,0.21,0.31,0.35,2018-03-14 10:38:41
Pillar,PLR,87729,0.12,0.36,0.34,0.35,2018-03-14 10:38:41
HOdlcoin,HODL,38,0.61,0.24,0.31,0.35,2018-03-14 10:38:41
Polis,POLIS,90147,0.6,0.056,0.29,0.35,2018-03-14 10:38:41
Altcoin,ALT,2089,0.18,0.59,0.41,0.35,2018-03-14 10:38:41
Decision Token,HST,137015,0.15,0.36,0.38,0.35,2018-03-14 10:38:41
Delphy,DPY,5808232,0.34,0.063,0.38,0.35,2018-03-14 10:38:41
DigitalNote,XDN,3316344,0.23,0.13,0.3,0.35,2018-03-14 10:38:41
BitcoinZ,BTCZ,21524,0.35,0.32,0.31,0.35,2018-03-14 10:38:41
Blox,CDT,564779,0.13,0.36,0.28,0.35,2018-03-14 10:38:41
CRYPTO20,C20,2637560,0.17,0.15,0.28,0.35,2018-03-14 10:38:41
IoT Chain,ITC,9534869,0.18,0.08,0.37,0.35,2018-03-14 10:38:41
Unikoin Gold,UKG,446089,0.18,0.33,0.25,0.35,2018-03-14 10:38:41
SportyCo,SPF,1560262,0.14,0.35,0.27,0.35,2018-03-14 10:38:41
Fastcoin,FST,770,0.52,0.3,0.31,0.35,2018-03-14 10:38:41
Zap,ZAP,20394,0.5,0.099,0.47,0.35,2018-03-14 10:38:41
Maxcoin,MAX,246,0.51,0.31,0.31,0.35,2018-03-14 10:38:41
ICOS,ICOS,152076,0.0,0.54,0.36,0.35,2018-03-14 10:38:41
Digitalcoin,DGC,471,0.5,0.33,0.33,0.35,2018-03-14 10:38:41
WaBi,WABI,675868,0.0,0.42,0.29,0.35,2018-03-14 10:38:41
Mobius,MOBI,183346,0.15,0.34,0.31,0.35,2018-03-14 10:38:41
DomRaider,DRT,996,0.33,0.33,0.27,0.35,2018-03-14 10:38:41
NoLimitCoin,NLC2,122650,0.43,0.14,0.34,0.34,2018-03-14 10:38:41
Goldcoin,GLD,21864,0.43,0.29,0.31,0.34,2018-03-14 10:38:41
BitDegree,BDG,9762,0.33,0.38,0.27,0.34,2018-03-14 10:38:41
